,distribution,bed_amount,denied,covid_denied,waiting_time,occupancy,admissioned,failed_reschedules,succesful_reschedules
44,"[4, 4, 9, 9, 24]",[50],883,1452,16182,75.56986301369864,5547,17,98
45,"[4, 4, 9, 10, 23]",[50],949,1518,21744,73.85616438356163,5383,31,95
46,"[4, 4, 9, 11, 22]",[50],786,1601,14208,72.44931506849315,5505,9,104
47,"[4, 4, 10, 4, 28]",[50],1019,1184,21504,82.60821917808218,5789,30,92
48,"[4, 4, 10, 5, 27]",[50],929,1225,20460,81.30068493150685,5678,17,112
49,"[4, 4, 10, 6, 26]",[50],1037,1231,23184,79.88561643835617,5647,41,63
50,"[4, 4, 10, 7, 25]",[50],919,1386,19872,77.80753424657534,5689,24,87
51,"[4, 4, 10, 8, 24]",[50],916,1410,16836,78.48150684931507,5798,19,109
52,"[4, 4, 10, 9, 23]",[50],949,1491,21192,75.27534246575343,5531,26,110
53,"[4, 4, 10, 10, 22]",[50],884,1664,16794,72.56986301369864,5395,18,78
54,"[4, 4, 11, 4, 27]",[50],1109,1198,24408,80.5582191780822,5738,35,92
55,"[4, 4, 11, 5, 26]",[50],733,1317,10524,79.18356164383562,5908,4,113
56,"[4, 4, 11, 6, 25]",[50],953,1401,24624,79.87808219178082,5514,39,89
57,"[4, 4, 11, 7, 24]",[50],866,1469,17700,76.55479452054794,5582,15,90
58,"[4, 4, 11, 8, 23]",[50],791,1539,13704,74.50753424657535,5637,20,64
59,"[4, 4, 11, 9, 22]",[50],1015,1581,28854,75.67602739726027,5357,53,55
60,"[4, 4, 12, 4, 26]",[50],1044,1273,28332,79.07397260273973,5728,37,103
61,"[4, 4, 12, 5, 25]",[50],978,1384,21744,77.92945205479452,5626,32,76
62,"[4, 4, 12, 6, 24]",[50],850,1587,16488,77.10616438356165,5616,15,73
63,"[4, 4, 12, 7, 23]",[50],790,1639,14952,72.99383561643835,5577,19,50
64,"[4, 4, 12, 8, 22]",[50],934,1603,27534,73.7986301369863,5412,49,40
65,"[4, 4, 13, 4, 25]",[50],1037,1383,17466,77.78150684931506,5508,17,82
66,"[4, 4, 13, 5, 24]",[50],887,1406,17880,75.93561643835616,5631,23,75
67,"[4, 4, 13, 6, 23]",[50],867,1607,15006,76.31643835616438,5619,17,70
68,"[4, 4, 13, 7, 22]",[50],841,1619,18114,72.9904109589041,5476,17,86
69,"[4, 4, 14, 4, 24]",[50],1057,1491,21042,76.18219178082192,5512,21,116
70,"[4, 4, 14, 5, 23]",[50],983,1484,22014,74.11027397260274,5463,28,57
71,"[4, 4, 14, 6, 22]",[50],949,1594,21186,73.47465753424657,5541,35,42
72,"[4, 4, 15, 4, 23]",[50],869,1504,14070,72.03972602739725,5414,14,73
73,"[4, 4, 15, 5, 22]",[50],857,1608,23760,72.3445205479452,5534,35,78
74,"[4, 5, 4, 8, 29]",[50],1675,1141,87888,84.5376712328767,5061,33,778
75,"[4, 5, 4, 9, 28]",[50],1504,1111,97308,81.47534246575341,5301,22,959
76,"[4, 5, 4, 10, 27]",[50],1651,1304,128424,81.2527397260274,5237,15,1047
77,"[4, 5, 4, 11, 26]",[50],1649,1332,84330,80.36301369863014,5042,29,792
78,"[4, 5, 4, 12, 25]",[50],1518,1258,81978,76.01164383561644,5133,21,816
79,"[4, 5, 4, 13, 24]",[50],1640,1418,96432,74.43972602739726,4989,25,825
80,"[4, 5, 4, 14, 23]",[50],1703,1503,93468,74.8054794520548,4920,24,872
81,"[4, 5, 4, 15, 22]",[50],1635,1671,167454,71.71575342465754,4722,31,1114
82,"[4, 5, 5, 7, 29]",[50],1214,926,40962,83.47534246575343,5679,11,609
83,"[4, 5, 5, 8, 28]",[50],1464,1078,59016,82.97602739726028,5370,25,653
84,"[4, 5, 5, 9, 27]",[50],1464,1336,64074,81.37739726027398,5333,42,668
85,"[4, 5, 5, 10, 26]",[50],1382,1286,48744,80.98904109589041,5311,13,629
86,"[4, 5, 5, 11, 25]",[50],1309,1311,48870,78.07191780821918,5276,15,619
87,"[4, 5, 5, 12, 24]",[50],1472,1359,66720,77.46643835616437,5069,38,674
88,"[4, 5, 5, 13, 23]",[50],1418,1571,57630,75.4513698630137,5048,37,638
89,"[4, 5, 5, 14, 22]",[50],1438,1609,72294,72.73904109589041,5063,31,676
90,"[4, 5, 6, 6, 29]",[50],1343,995,39216,85.52876712328768,5481,36,396
91,"[4, 5, 6, 7, 28]",[50],1184,1079,28824,82.96849315068494,5661,17,408
92,"[4, 5, 6, 8, 27]",[50],1095,1188,26448,82.44109589041095,5604,9,402
93,"[4, 5, 6, 9, 26]",[50],1217,1409,34536,81.6041095890411,5533,10,497
94,"[4, 5, 6, 10, 25]",[50],1079,1307,25704,78.12945205479453,5536,5,427
95,"[4, 5, 6, 11, 24]",[50],971,1541,25770,75.77328767123288,5464,0,444
96,"[4, 5, 6, 12, 23]",[50],1142,1715,22800,75.59931506849315,5145,9,380
97,"[4, 5, 6, 13, 22]",[50],1103,1573,33408,73.34931506849315,5229,17,486
98,"[4, 5, 7, 5, 29]",[50],1057,1033,24312,84.98287671232877,5902,9,370
99,"[4, 5, 7, 6, 28]",[50],1027,1218,22974,83.93835616438356,5796,17,265
100,"[4, 5, 7, 7, 27]",[50],891,1191,21144,82.14657534246575,5884,19,253
101,"[4, 5, 7, 8, 26]",[50],1125,1328,39174,81.54794520547945,5349,57,274
102,"[4, 5, 7, 9, 25]",[50],1034,1422,23796,79.72328767123288,5608,19,291
103,"[4, 5, 7, 10, 24]",[50],1013,1643,23400,77.83013698630137,5400,23,248
104,"[4, 5, 7, 11, 23]",[50],1110,1468,27636,75.71712328767123,5482,27,301
105,"[4, 5, 7, 12, 22]",[50],870,1642,21174,73.35890410958903,5597,15,303
106,"[4, 5, 8, 4, 29]",[50],1122,1069,26478,85.73219178082192,5699,28,238
107,"[4, 5, 8, 5, 28]",[50],997,1177,23286,83.91232876712328,5695,20,218
108,"[4, 5, 8, 6, 27]",[50],889,1365,23136,83.76438356164384,5730,26,168
109,"[4, 5, 8, 7, 26]",[50],881,1387,19752,80.88493150684931,5707,17,199
110,"[4, 5, 8, 8, 25]",[50],771,1379,10938,80.05479452054794,5785,1,213
111,"[4, 5, 8, 9, 24]",[50],1130,1465,30504,78.3458904109589,5301,52,147
112,"[4, 5, 8, 10, 23]",[50],864,1543,15888,75.64794520547945,5567,8,188
113,"[4, 5, 8, 11, 22]",[50],1031,1605,24864,74.67876712328767,5289,28,170
114,"[4, 5, 9, 4, 28]",[50],1018,1079,32256,83.70753424657535,5816,44,177
115,"[4, 5, 9, 5, 27]",[50],892,1196,19032,81.46575342465754,5784,25,110
116,"[4, 5, 9, 6, 26]",[50],985,1285,16410,81.63356164383562,5583,18,124
117,"[4, 5, 9, 7, 25]",[50],794,1201,12888,78.98219178082192,5813,11,138
118,"[4, 5, 9, 8, 24]",[50],783,1556,12288,77.06849315068493,5677,7,159
119,"[4, 5, 9, 9, 23]",[50],979,1407,18162,77.3541095890411,5501,23,134
120,"[4, 5, 9, 10, 22]",[50],799,1668,16266,73.91027397260274,5487,15,132
121,"[4, 5, 10, 4, 27]",[50],810,1175,9864,81.48219178082192,5920,3,110
122,"[4, 5, 10, 5, 26]",[50],1006,1256,25548,81.2623287671233,5738,39,85
123,"[4, 5, 10, 6, 25]",[50],1035,1276,29520,80.5054794520548,5510,41,105
124,"[4, 5, 10, 7, 24]",[50],798,1477,12822,78.30410958904109,5601,12,85
125,"[4, 5, 10, 8, 23]",[50],737,1496,9888,76.28013698630137,5718,4,95
126,"[4, 5, 10, 9, 22]",[50],852,1780,14526,75.52945205479452,5574,8,108
127,"[4, 5, 11, 4, 26]",[50],857,1300,10896,79.28013698630137,5880,6,105
128,"[4, 5, 11, 5, 25]",[50],878,1344,17568,78.69863013698631,5598,20,84
129,"[4, 5, 11, 6, 24]",[50],838,1526,16368,79.17123287671232,5550,24,59
130,"[4, 5, 11, 7, 23]",[50],929,1429,23514,77.93150684931507,5515,35,69
131,"[4, 5, 11, 8, 22]",[50],797,1730,11760,75.14383561643837,5519,10,90
132,"[4, 5, 12, 4, 25]",[50],813,1354,11808,78.62808219178082,5800,10,77
133,"[4, 5, 12, 5, 24]",[50],869,1409,17460,77.59041095890412,5677,15,95
134,"[4, 5, 12, 6, 23]",[50],802,1604,20808,77.10205479452054,5500,21,90
135,"[4, 5, 12, 7, 22]",[50],800,1495,13596,74.83013698630137,5561,15,61
136,"[4, 5, 13, 4, 24]",[50],998,1522,20064,76.7458904109589,5465,23,77
137,"[4, 5, 13, 5, 23]",[50],972,1488,21768,76.77602739726026,5465,35,56
138,"[4, 5, 13, 6, 22]",[50],731,1554,16188,73.76095890410959,5577,13,68
139,"[4, 5, 14, 4, 23]",[50],988,1545,24240,75.60479452054794,5495,35,100
140,"[4, 5, 14, 5, 22]",[50],848,1693,13524,74.77739726027397,5363,13,86
141,"[4, 5, 15, 4, 22]",[50],954,1538,19170,74.52876712328768,5496,21,86
142,"[4, 6, 4, 7, 29]",[50],1593,988,101346,85.39794520547946,5309,36,911
143,"[4, 6, 4, 8, 28]",[50],1731,1170,125322,85.50821917808219,5194,36,967
144,"[4, 6, 4, 9, 27]",[50],1487,1165,111960,81.27602739726028,5297,15,949
145,"[4, 6, 4, 10, 26]",[50],1622,1402,77568,80.28150684931506,5189,6,871
146,"[4, 6, 4, 11, 25]",[50],1756,1413,104016,78.97465753424657,4981,62,825
147,"[4, 6, 4, 12, 24]",[50],1635,1421,151284,78.17945205479452,4970,33,1015
148,"[4, 6, 4, 13, 23]",[50],1588,1618,97782,76.45205479452055,4769,21,897
149,"[4, 6, 4, 14, 22]",[50],1460,1619,107484,74.24931506849315,4823,9,968
150,"[4, 6, 5, 6, 29]",[50],1349,1149,53184,86.21917808219179,5495,17,661
151,"[4, 6, 5, 7, 28]",[50],1366,1111,59550,84.74246575342465,5570,8,745
152,"[4, 6, 5, 8, 27]",[50],1268,1230,60864,82.37123287671233,5596,9,718
153,"[4, 6, 5, 9, 26]",[50],1323,1284,67710,80.90958904109588,5376,11,768
154,"[4, 6, 5, 10, 25]",[50],1390,1327,52056,79.72876712328767,5212,31,591
155,"[4, 6, 5, 11, 24]",[50],1283,1397,60816,77.16027397260274,5241,29,668
156,"[4, 6, 5, 12, 23]",[50],1284,1484,53172,76.4513698630137,5042,24,601
157,"[4, 6, 5, 13, 22]",[50],1086,1647,37032,71.86849315068493,5319,6,612
158,"[4, 6, 6, 5, 29]",[50],1241,1083,33624,88.01917808219179,5631,6,554
159,"[4, 6, 6, 6, 28]",[50],1039,1080,32424,84.55410958904109,5802,10,493
160,"[4, 6, 6, 7, 27]",[50],1142,1205,29160,85.17397260273972,5619,18,433
161,"[4, 6, 6, 8, 26]",[50],1169,1279,32010,82.5,5490,18,428
162,"[4, 6, 6, 9, 25]",[50],1071,1320,28680,80.37808219178082,5496,17,407
163,"[4, 6, 6, 10, 24]",[50],1184,1636,30252,78.61095890410958,5316,25,394
164,"[4, 6, 6, 11, 23]",[50],1019,1510,24888,75.78630136986303,5263,2,435
165,"[4, 6, 6, 12, 22]",[50],984,1563,27570,72.18493150684931,5244,13,402
166,"[4, 6, 7, 4, 29]",[50],1203,1131,26220,86.76027397260275,5699,24,289
167,"[4, 6, 7, 5, 28]",[50],876,1097,16530,84.45,5991,9,275
168,"[4, 6, 7, 6, 27]",[50],969,1157,18078,84.47054794520548,5946,2,361
169,"[4, 6, 7, 7, 26]",[50],969,1305,23892,83.75205479452055,5681,23,270
170,"[4, 6, 7, 8, 25]",[50],892,1382,12432,80.27054794520548,5640,3,257
171,"[4, 6, 7, 9, 24]",[50],1110,1434,23880,79.62123287671233,5367,21,268
172,"[4, 6, 7, 10, 23]",[50],1090,1476,25344,78.92123287671234,5452,15,344
173,"[4, 6, 7, 11, 22]",[50],1080,1622,21228,75.57945205479452,5271,6,307
174,"[4, 6, 8, 4, 28]",[50],1140,1104,25266,86.3041095890411,5724,7,302
175,"[4, 6, 8, 5, 27]",[50],1018,1276,25248,84.77260273972604,5856,25,260
176,"[4, 6, 8, 6, 26]",[50],1030,1241,25608,83.17876712328767,5576,31,183
177,"[4, 6, 8, 7, 25]",[50],885,1337,20136,81.87671232876713,5609,23,164
178,"[4, 6, 8, 8, 24]",[50],1020,1389,23130,79.04383561643836,5609,33,143
179,"[4, 6, 8, 9, 23]",[50],789,1482,17904,76.70821917808219,5644,25,152
180,"[4, 6, 8, 10, 22]",[50],898,1649,16788,77.34109589041095,5438,15,167
181,"[4, 6, 9, 4, 27]",[50],870,1201,13404,82.64931506849315,5935,14,151
182,"[4, 6, 9, 5, 26]",[50],960,1242,27732,83.07876712328766,5743,40,132
183,"[4, 6, 9, 6, 25]",[50],721,1404,9606,80.2527397260274,5842,9,104
184,"[4, 6, 9, 7, 24]",[50],905,1489,18312,79.66095890410959,5564,17,116
185,"[4, 6, 9, 8, 23]",[50],1025,1523,21276,79.96712328767124,5483,26,140
186,"[4, 6, 9, 9, 22]",[50],915,1693,25038,75.32260273972604,5405,36,111
187,"[4, 6, 10, 4, 26]",[50],867,1327,18024,82.16301369863014,5766,13,135
188,"[4, 6, 10, 5, 25]",[50],793,1300,11784,81.01780821917808,5839,12,100
189,"[4, 6, 10, 6, 24]",[50],706,1405,10008,80.05479452054794,5835,11,96
190,"[4, 6, 10, 7, 23]",[50],716,1535,12432,77.15547945205479,5621,10,90
191,"[4, 6, 10, 8, 22]",[50],778,1716,15888,77.06095890410958,5415,16,84
192,"[4, 6, 11, 4, 25]",[50],813,1326,12288,80.20479452054795,5729,14,88
193,"[4, 6, 11, 5, 24]",[50],721,1508,13656,78.39520547945206,5711,14,92
194,"[4, 6, 11, 6, 23]",[50],1003,1536,24660,79.27602739726028,5551,37,75
195,"[4, 6, 11, 7, 22]",[50],657,1610,7884,74.90753424657535,5586,5,54
196,"[4, 6, 12, 4, 24]",[50],956,1503,21936,79.57602739726028,5635,17,106
197,"[4, 6, 12, 5, 23]",[50],712,1688,11232,76.99657534246576,5655,14,65
198,"[4, 6, 12, 6, 22]",[50],843,1648,15024,76.93698630136986,5469,9,81
199,"[4, 6, 13, 4, 23]",[50],920,1522,18624,77.35616438356165,5503,22,102
200,"[4, 6, 13, 5, 22]",[50],710,1618,9600,75.28493150684932,5599,5,64
201,"[4, 6, 14, 4, 22]",[50],801,1595,10728,74.59383561643835,5477,7,88
202,"[4, 7, 4, 6, 29]",[50],1284,1120,101772,85.48219178082192,5503,18,891
203,"[4, 7, 4, 7, 28]",[50],1591,1186,85518,85.46575342465754,5277,8,854
204,"[4, 7, 4, 8, 27]",[50],1417,1162,68820,82.17739726027398,5282,5,842
205,"[4, 7, 4, 9, 26]",[50],1534,1265,88356,81.2068493150685,5101,31,794
206,"[4, 7, 4, 10, 25]",[50],1545,1478,84294,81.91027397260274,5084,8,921
207,"[4, 7, 4, 11, 24]",[50],1449,1551,68478,79.22739726027397,4959,10,776
208,"[4, 7, 4, 12, 23]",[50],1276,1540,68994,75.42191780821918,5098,6,844
209,"[4, 7, 4, 13, 22]",[50],1526,1608,89772,74.67328767123288,4781,36,801
210,"[4, 7, 5, 5, 29]",[50],1291,931,48948,86.12534246575343,5672,13,627
211,"[4, 7, 5, 6, 28]",[50],1167,1171,35640,84.92465753424658,5694,9,601
212,"[4, 7, 5, 7, 27]",[50],1154,1285,45414,84.46301369863014,5737,2,711
213,"[4, 7, 5, 8, 26]",[50],1102,1439,33228,83.59246575342466,5478,0,594
214,"[4, 7, 5, 9, 25]",[50],1367,1371,48816,82.47534246575341,5194,30,582
215,"[4, 7, 5, 10, 24]",[50],1078,1509,46584,77.90547945205479,5267,7,575
216,"[4, 7, 5, 11, 23]",[50],1352,1489,44940,78.02876712328766,5277,17,625
217,"[4, 7, 5, 12, 22]",[50],1261,1790,46566,75.4972602739726,4946,9,602
218,"[4, 7, 6, 4, 29]",[50],1304,1029,32466,88.07671232876713,5470,15,449
219,"[4, 7, 6, 5, 28]",[50],1180,1153,26664,87.81301369863014,5701,15,403
220,"[4, 7, 6, 6, 27]",[50],1067,1162,26430,85.17945205479452,5612,2,472
221,"[4, 7, 6, 7, 26]",[50],1036,1340,21774,85.36506849315069,5540,4,400
222,"[4, 7, 6, 8, 25]",[50],1079,1315,24654,82.2958904109589,5572,8,422
223,"[4, 7, 6, 9, 24]",[50],1055,1266,28776,79.46438356164384,5513,16,407
224,"[4, 7, 6, 10, 23]",[50],1177,1580,37032,79.16438356164383,5052,28,427
225,"[4, 7, 6, 11, 22]",[50],1050,1815,29880,76.96301369863014,5151,13,448
226,"[4, 7, 7, 4, 28]",[50],1154,1193,29574,87.57328767123288,5632,13,341
227,"[4, 7, 7, 5, 27]",[50],946,1166,18456,85.53150684931506,5895,6,323
228,"[4, 7, 7, 6, 26]",[50],929,1348,21330,83.60616438356165,5791,14,288
229,"[4, 7, 7, 7, 25]",[50],895,1324,19326,81.77602739726028,5617,6,311
230,"[4, 7, 7, 8, 24]",[50],985,1467,18396,80.90753424657534,5568,8,265
231,"[4, 7, 7, 9, 23]",[50],770,1573,15360,78.87534246575343,5574,5,282
232,"[4, 7, 7, 10, 22]",[50],965,1669,18222,78.17945205479452,5392,7,287
233,"[4, 7, 8, 4, 27]",[50],897,1374,14328,84.83424657534246,5689,16,163
234,"[4, 7, 8, 5, 26]",[50],893,1370,17352,83.32876712328768,5601,20,134
235,"[4, 7, 8, 6, 25]",[50],663,1376,8952,81.38013698630137,5803,0,146
236,"[4, 7, 8, 7, 24]",[50],839,1454,18792,80.59657534246575,5622,27,159
237,"[4, 7, 8, 8, 23]",[50],879,1605,17430,80.82054794520548,5567,15,181
238,"[4, 7, 8, 9, 22]",[50],668,1637,7848,75.46164383561644,5615,0,151
239,"[4, 7, 9, 4, 26]",[50],824,1326,10812,83.53356164383563,5789,1,172
240,"[4, 7, 9, 5, 25]",[50],984,1322,17046,83.64794520547946,5674,17,158
241,"[4, 7, 9, 6, 24]",[50],1006,1386,21912,82.05616438356165,5589,28,106
242,"[4, 7, 9, 7, 23]",[50],718,1386,10854,79.65,5660,8,96
243,"[4, 7, 9, 8, 22]",[50],979,1583,26940,77.4986301369863,5392,47,89
244,"[4, 7, 10, 4, 25]",[50],972,1371,19848,82.50068493150685,5524,22,95
245,"[4, 7, 10, 5, 24]",[50],959,1448,24336,81.57534246575342,5560,33,93
246,"[4, 7, 10, 6, 23]",[50],801,1435,10560,79.3054794520548,5649,6,102
247,"[4, 7, 10, 7, 22]",[50],701,1577,9768,78.6013698630137,5792,4,91
248,"[4, 7, 11, 4, 24]",[50],818,1394,16284,79.80958904109589,5629,11,112
249,"[4, 7, 11, 5, 23]",[50],969,1614,18672,80.68013698630136,5487,15,120
250,"[4, 7, 11, 6, 22]",[50],725,1605,9624,78.01506849315068,5563,10,65
251,"[4, 7, 12, 4, 23]",[50],964,1552,23844,79.05479452054794,5591,30,106
252,"[4, 7, 12, 5, 22]",[50],834,1557,13296,77.68150684931507,5520,14,77
253,"[4, 7, 13, 4, 22]",[50],683,1763,8832,76.8541095890411,5673,3,80
254,"[4, 8, 4, 5, 29]",[50],1490,1049,93390,87.59452054794521,5511,8,911
255,"[4, 8, 4, 6, 28]",[50],1437,1097,85200,87.26575342465753,5252,13,889
256,"[4, 8, 4, 7, 27]",[50],1507,1167,101946,85.11301369863014,5243,13,944
257,"[4, 8, 4, 8, 26]",[50],1410,1352,66210,83.20068493150686,5145,8,789
258,"[4, 8, 4, 9, 25]",[50],1366,1500,83808,80.7041095890411,5143,13,825
259,"[4, 8, 4, 10, 24]",[50],1389,1534,86166,81.56438356164384,5014,11,793
260,"[4, 8, 4, 11, 23]",[50],1525,1579,87744,78.5958904109589,4881,15,870
261,"[4, 8, 4, 12, 22]",[50],1415,1739,121026,76.23630136986301,4975,18,1000
262,"[4, 8, 5, 4, 29]",[50],1455,1167,48882,89.29520547945205,5380,9,658
263,"[4, 8, 5, 5, 28]",[50],1414,1137,51456,87.85479452054794,5498,11,729
264,"[4, 8, 5, 6, 27]",[50],1289,1290,50460,85.88630136986302,5335,24,608
265,"[4, 8, 5, 7, 26]",[50],1139,1276,52752,83.52260273972603,5486,8,725
266,"[4, 8, 5, 8, 25]",[50],1211,1328,39504,82.79726027397261,5312,5,623
267,"[4, 8, 5, 9, 24]",[50],1204,1445,54426,80.35068493150685,5388,10,708
268,"[4, 8, 5, 10, 23]",[50],1081,1536,37410,78.83835616438355,5372,8,621
269,"[4, 8, 5, 11, 22]",[50],1325,1548,54552,78.52876712328766,5096,22,679
270,"[4, 8, 6, 4, 28]",[50],1205,1113,37290,86.31917808219178,5613,13,508
271,"[4, 8, 6, 5, 27]",[50],1140,1301,25554,86.8027397260274,5753,6,479
272,"[4, 8, 6, 6, 26]",[50],1089,1166,28272,85.74109589041096,5669,14,453
273,"[4, 8, 6, 7, 25]",[50],1330,1438,35748,84.66986301369863,5363,23,464
274,"[4, 8, 6, 8, 24]",[50],1054,1410,24072,82.3917808219178,5398,2,465
275,"[4, 8, 6, 9, 23]",[50],1054,1642,22770,81.00479452054795,5321,4,416
276,"[4, 8, 6, 10, 22]",[50],853,1540,20064,76.55342465753424,5485,1,398
277,"[4, 8, 7, 4, 27]",[50],1099,1249,30936,85.59657534246575,5597,28,308
278,"[4, 8, 7, 5, 26]",[50],1029,1270,22656,85.49657534246575,5647,11,296
279,"[4, 8, 7, 6, 25]",[50],841,1344,13554,83.33493150684932,5656,0,281
280,"[4, 8, 7, 7, 24]",[50],1053,1387,23376,83.18287671232876,5482,10,300
281,"[4, 8, 7, 8, 23]",[50],982,1501,22644,81.09041095890412,5550,5,345
282,"[4, 8, 7, 9, 22]",[50],868,1487,21126,78.56301369863013,5361,11,278
283,"[4, 8, 8, 4, 26]",[50],944,1351,19728,84.57191780821918,5632,21,197
284,"[4, 8, 8, 5, 25]",[50],932,1327,14214,83.7041095890411,5594,13,138
285,"[4, 8, 8, 6, 24]",[50],729,1303,9000,81.09520547945206,5742,2,178
286,"[4, 8, 8, 7, 23]",[50],689,1556,10344,80.95342465753424,5757,0,201
287,"[4, 8, 8, 8, 22]",[50],861,1719,11952,79.6541095890411,5440,4,192
288,"[4, 8, 9, 4, 25]",[50],873,1317,16680,83.91643835616438,5778,10,166
289,"[4, 8, 9, 5, 24]",[50],849,1345,13524,82.81027397260274,5749,6,167
290,"[4, 8, 9, 6, 23]",[50],793,1510,13944,80.83767123287672,5670,6,161
291,"[4, 8, 9, 7, 22]",[50],782,1578,14016,78.45616438356164,5590,15,109
292,"[4, 8, 10, 4, 24]",[50],856,1497,14400,81.50821917808219,5566,10,113
293,"[4, 8, 10, 5, 23]",[50],799,1528,9888,82.12123287671233,5601,2,126
294,"[4, 8, 10, 6, 22]",[50],630,1660,6276,77.80410958904109,5649,0,91
295,"[4, 8, 11, 4, 23]",[50],693,1618,6636,79.33835616438355,5763,3,79
296,"[4, 8, 11, 5, 22]",[50],849,1554,15216,79.42671232876712,5485,17,90
297,"[4, 8, 12, 4, 22]",[50],628,1647,5826,76.91849315068492,5683,0,83
298,"[4, 9, 4, 4, 29]",[50],1521,1104,98070,88.16643835616438,5273,14,859
299,"[4, 9, 4, 5, 28]",[50],1459,1263,104760,87.4568493150685,5408,21,886
300,"[4, 9, 4, 6, 27]",[50],1260,1296,64854,85.65821917808219,5420,3,726
301,"[4, 9, 4, 7, 26]",[50],1465,1347,121662,84.57328767123288,5098,23,855
302,"[4, 9, 4, 8, 25]",[50],1488,1383,93156,83.09246575342466,5024,9,866
303,"[4, 9, 4, 9, 24]",[50],1376,1384,73572,80.56164383561644,5136,8,848
304,"[4, 9, 4, 10, 23]",[50],1478,1621,99264,81.48698630136987,5033,2,955
