,distribution,bed_amount,denied,covid_denied,waiting_time,occupancy,admissioned,failed_reschedules,succesful_reschedules
25,"[4, 4, 7, 8, 10]",[33],1186,465,33912,71.52864259028642,3937,46,255
26,"[4, 4, 7, 9, 9]",[33],1030,404,28176,67.68783727687837,4064,27,259
27,"[4, 4, 7, 10, 8]",[33],1168,562,28296,67.62038190120381,3961,37,268
28,"[4, 4, 7, 11, 7]",[33],1125,614,26766,63.510792860107934,3863,28,273
29,"[4, 4, 7, 12, 6]",[33],1210,705,32862,62.9898298048983,3777,42,248
30,"[4, 4, 7, 13, 5]",[33],1101,819,24462,60.858239933582404,3747,20,295
31,"[4, 4, 8, 5, 12]",[33],1118,293,38388,74.64611872146119,4162,61,177
32,"[4, 4, 8, 6, 11]",[33],823,344,10722,72.44603569946035,4374,0,154
33,"[4, 4, 8, 7, 10]",[33],1001,336,14352,71.79846409298463,4339,5,204
34,"[4, 4, 8, 8, 9]",[33],806,450,13788,68.87297633872976,4311,0,221
35,"[4, 4, 8, 9, 8]",[33],1067,501,23592,69.92735574927356,4203,22,244
36,"[4, 4, 8, 10, 7]",[33],1084,554,30012,64.67621419676213,3900,51,138
37,"[4, 4, 8, 11, 6]",[33],1098,687,30792,64.23931091739311,3807,38,192
38,"[4, 4, 8, 12, 5]",[33],1028,727,21600,62.41178912411789,3801,21,201
39,"[4, 4, 9, 4, 12]",[33],995,269,16638,72.40763802407638,4266,18,129
40,"[4, 4, 9, 5, 11]",[33],1049,384,19272,74.62328767123287,4268,21,168
41,"[4, 4, 9, 6, 10]",[33],988,413,18348,72.02573682025736,4236,12,152
42,"[4, 4, 9, 7, 9]",[33],1042,553,24960,71.24221668742217,4123,48,85
43,"[4, 4, 9, 8, 8]",[33],932,542,17052,68.0313408053134,4157,22,123
44,"[4, 4, 9, 9, 7]",[33],862,637,19110,64.56828559568285,4110,22,112
45,"[4, 4, 9, 10, 6]",[33],940,724,17232,63.64674138646741,4013,14,149
46,"[4, 4, 9, 11, 5]",[33],1046,802,39474,62.78538812785388,3842,60,151
47,"[4, 4, 10, 4, 11]",[33],867,421,12840,73.20257368202574,4366,8,124
48,"[4, 4, 10, 5, 10]",[33],1007,427,21600,73.79618098796182,4254,31,105
49,"[4, 4, 10, 6, 9]",[33],904,499,21000,68.74844333748443,4184,30,77
50,"[4, 4, 10, 7, 8]",[33],890,491,23568,68.7961809879618,4171,41,82
51,"[4, 4, 10, 8, 7]",[33],840,571,19200,68.59070153590702,4092,16,103
52,"[4, 4, 10, 9, 6]",[33],855,682,18672,63.12681610626816,3989,20,84
53,"[4, 4, 10, 10, 5]",[33],867,775,20904,60.749273557492735,4142,34,68
54,"[4, 4, 11, 4, 10]",[33],872,416,17334,70.09236197592362,4339,21,101
55,"[4, 4, 11, 5, 9]",[33],1031,439,26928,68.54607721046078,4164,47,61
56,"[4, 4, 11, 6, 8]",[33],854,541,26832,66.4041095890411,4185,40,76
57,"[4, 4, 11, 7, 7]",[33],948,628,22032,68.48796180987962,4133,28,70
58,"[4, 4, 11, 8, 6]",[33],804,714,18096,62.31942714819427,4005,29,48
59,"[4, 4, 11, 9, 5]",[33],982,702,22554,61.086550435865504,3898,41,44
60,"[4, 4, 12, 4, 9]",[33],910,449,17646,68.208800332088,4244,21,95
61,"[4, 4, 12, 5, 8]",[33],881,504,18966,67.48650892486509,4175,24,91
62,"[4, 4, 12, 6, 7]",[33],908,646,13956,67.59547530095476,4232,18,53
63,"[4, 4, 12, 7, 6]",[33],789,658,15258,61.032586135325865,4125,24,38
64,"[4, 4, 12, 8, 5]",[33],879,768,21828,60.55209630552096,3982,38,44
65,"[4, 4, 13, 4, 8]",[33],1001,543,20184,66.57326691573266,3967,23,92
66,"[4, 4, 13, 5, 7]",[33],893,599,11952,65.72644250726442,4090,10,69
67,"[4, 4, 13, 6, 6]",[33],835,684,24738,63.009547530095475,4104,38,61
68,"[4, 4, 13, 7, 5]",[33],759,711,16530,59.55479452054795,4005,15,64
69,"[4, 4, 14, 4, 7]",[33],921,605,18570,63.966376089663754,4035,23,85
70,"[4, 4, 14, 5, 6]",[33],1088,695,29232,62.83001245330012,4068,47,84
71,"[4, 4, 14, 6, 5]",[33],842,738,23832,60.14736405147364,3987,37,60
72,"[4, 4, 15, 4, 6]",[33],895,745,22362,59.612909921129095,4001,32,64
73,"[4, 4, 15, 5, 5]",[33],790,814,25920,59.60045662100457,4108,39,71
74,"[4, 5, 4, 8, 12]",[33],1635,256,130770,74.11685346616854,3666,52,837
75,"[4, 5, 4, 9, 11]",[33],1468,334,62448,70.93607305936072,3715,20,771
76,"[4, 5, 4, 10, 10]",[33],1571,341,112476,70.53341635533417,3572,12,947
77,"[4, 5, 4, 11, 9]",[33],1766,415,155466,66.93960149439602,3367,56,987
78,"[4, 5, 4, 12, 8]",[33],1651,567,97530,67.37442922374429,3284,33,775
79,"[4, 5, 4, 13, 7]",[33],1531,592,123498,62.676421751764224,3471,28,929
80,"[4, 5, 4, 14, 6]",[33],1514,712,84054,61.29410543794106,3344,13,835
81,"[4, 5, 4, 15, 5]",[33],1649,727,126654,59.239310917393105,3135,31,943
82,"[4, 5, 5, 7, 12]",[33],1372,300,40998,77.01120797011208,3962,13,617
83,"[4, 5, 5, 8, 11]",[33],1261,351,43062,73.90203403902034,3992,4,631
84,"[4, 5, 5, 9, 10]",[33],1315,396,46536,70.01452885014528,3725,25,515
85,"[4, 5, 5, 10, 9]",[33],1349,461,50244,69.57658779576587,3808,15,671
86,"[4, 5, 5, 11, 8]",[33],1361,532,45642,68.45994188459942,3742,11,636
87,"[4, 5, 5, 12, 7]",[33],1181,662,49320,65.81050228310502,3706,18,576
88,"[4, 5, 5, 13, 6]",[33],1309,727,54450,62.56434205064342,3578,32,599
89,"[4, 5, 5, 14, 5]",[33],1398,745,45804,59.32959734329597,3408,25,558
90,"[4, 5, 6, 6, 12]",[33],1030,246,22536,74.83084267330842,4239,8,370
91,"[4, 5, 6, 7, 11]",[33],1398,316,45072,74.01411374014114,3893,51,448
92,"[4, 5, 6, 8, 10]",[33],1219,371,39402,73.41324200913242,3994,14,484
93,"[4, 5, 6, 9, 9]",[33],1160,450,33426,71.74034869240349,4001,20,456
94,"[4, 5, 6, 10, 8]",[33],1328,538,31680,70.4337899543379,3901,24,396
95,"[4, 5, 6, 11, 7]",[33],1144,602,30480,65.802200083022,3960,13,460
96,"[4, 5, 6, 12, 6]",[33],1198,735,36936,65.2189705271897,3872,22,504
97,"[4, 5, 6, 13, 5]",[33],1164,721,29586,60.42756330427564,3634,26,380
98,"[4, 5, 7, 5, 12]",[33],1141,345,32472,75.62785388127854,4115,32,315
99,"[4, 5, 7, 6, 11]",[33],1076,425,18000,77.16272312162722,4069,13,235
100,"[4, 5, 7, 7, 10]",[33],1067,450,24486,73.00020755500208,4019,25,216
101,"[4, 5, 7, 8, 9]",[33],1068,527,22416,73.90307181403072,4119,19,297
102,"[4, 5, 7, 9, 8]",[33],913,471,24060,68.6799501867995,4053,15,287
103,"[4, 5, 7, 10, 7]",[33],1009,614,22902,67.73972602739727,3947,5,334
104,"[4, 5, 7, 11, 6]",[33],1041,692,32784,62.72519717725197,3738,36,243
105,"[4, 5, 7, 12, 5]",[33],1020,802,22248,64.65857202158573,3858,10,321
106,"[4, 5, 8, 4, 12]",[33],1038,286,19584,75.97654628476546,4266,11,223
107,"[4, 5, 8, 5, 11]",[33],963,337,22464,74.74470734744708,4220,8,239
108,"[4, 5, 8, 6, 10]",[33],1071,411,26394,73.77127438771275,4170,27,201
109,"[4, 5, 8, 7, 9]",[33],960,487,27042,71.89186384391863,4234,28,225
110,"[4, 5, 8, 8, 8]",[33],872,535,25116,68.45060190950602,4074,26,184
111,"[4, 5, 8, 9, 7]",[33],940,617,27816,66.47675383976754,3978,40,130
112,"[4, 5, 8, 10, 6]",[33],948,739,16320,66.43524283935243,4055,12,194
113,"[4, 5, 8, 11, 5]",[33],857,725,12012,62.27065172270652,3976,4,183
114,"[4, 5, 9, 4, 11]",[33],1050,345,28056,76.50996264009963,4313,36,171
115,"[4, 5, 9, 5, 10]",[33],710,436,6384,73.1859692818597,4552,0,151
116,"[4, 5, 9, 6, 9]",[33],916,446,14520,73.64777916147779,4225,10,138
117,"[4, 5, 9, 7, 8]",[33],799,502,12678,69.26525529265255,4202,11,115
118,"[4, 5, 9, 8, 7]",[33],1192,592,44076,71.18617683686178,3941,81,107
119,"[4, 5, 9, 9, 6]",[33],792,687,18318,65.09443752594437,4178,24,107
120,"[4, 5, 9, 10, 5]",[33],954,682,14580,65.35803237858032,3844,15,103
121,"[4, 5, 10, 4, 10]",[33],825,359,12912,73.93731838937319,4400,0,174
122,"[4, 5, 10, 5, 9]",[33],917,528,14736,72.1129099211291,4146,16,102
123,"[4, 5, 10, 6, 8]",[33],919,500,24792,67.89539227895392,3986,35,78
124,"[4, 5, 10, 7, 7]",[33],835,595,17172,68.74844333748443,4115,20,91
125,"[4, 5, 10, 8, 6]",[33],816,653,19824,64.11892901618928,4064,29,70
126,"[4, 5, 10, 9, 5]",[33],687,758,11424,64.43337484433374,4150,11,85
127,"[4, 5, 11, 4, 9]",[33],906,548,14946,70.57077625570777,4240,15,91
128,"[4, 5, 11, 5, 8]",[33],961,564,27546,70.01971772519717,4124,33,98
129,"[4, 5, 11, 6, 7]",[33],921,651,23292,68.97571606475717,4056,32,65
130,"[4, 5, 11, 7, 6]",[33],777,681,12000,66.75591531755916,4088,16,71
131,"[4, 5, 11, 8, 5]",[33],617,693,15306,62.03611457036114,4086,23,63
132,"[4, 5, 12, 4, 8]",[33],916,522,15954,69.26940639269407,4163,9,99
133,"[4, 5, 12, 5, 7]",[33],970,539,20556,68.10087173100871,4173,25,79
134,"[4, 5, 12, 6, 6]",[33],793,730,14004,65.92465753424658,4019,11,93
135,"[4, 5, 12, 7, 5]",[33],810,732,12396,63.93731838937319,3979,14,66
136,"[4, 5, 13, 4, 7]",[33],1048,597,25230,68.40182648401827,4011,32,91
137,"[4, 5, 13, 5, 6]",[33],765,688,10572,63.53881278538813,4196,11,60
138,"[4, 5, 13, 6, 5]",[33],792,763,17184,62.710668327106674,4080,27,58
139,"[4, 5, 14, 4, 6]",[33],958,696,25230,64.77376504773765,3960,30,87
140,"[4, 5, 14, 5, 5]",[33],954,765,13566,63.980904939809044,3884,14,74
141,"[4, 5, 15, 4, 5]",[33],900,807,18120,62.679535076795354,3989,17,90
142,"[4, 6, 4, 7, 12]",[33],1590,279,86580,76.32835201328352,3704,25,837
143,"[4, 6, 4, 8, 11]",[33],1513,325,112476,72.52179327521793,3758,9,926
144,"[4, 6, 4, 9, 10]",[33],1574,393,123372,73.80240763802408,3617,30,1001
145,"[4, 6, 4, 10, 9]",[33],1595,402,93300,70.73163138231632,3618,17,943
146,"[4, 6, 4, 11, 8]",[33],1581,457,107652,67.83727687837276,3498,19,922
147,"[4, 6, 4, 12, 7]",[33],1427,585,99750,64.78206724782068,3600,11,1015
148,"[4, 6, 4, 13, 6]",[33],1523,653,112356,62.476131174761306,3544,14,910
149,"[4, 6, 4, 14, 5]",[33],1494,783,80814,62.534246575342465,3313,17,838
150,"[4, 6, 5, 6, 12]",[33],1354,251,37710,79.03383146533831,4086,7,622
151,"[4, 6, 5, 7, 11]",[33],1378,361,68640,77.76255707762557,3907,19,751
152,"[4, 6, 5, 8, 10]",[33],1186,394,52830,73.85222083852221,4064,10,670
153,"[4, 6, 5, 9, 9]",[33],1189,473,43428,70.48775425487754,3910,8,588
154,"[4, 6, 5, 10, 8]",[33],1272,542,38442,68.19115815691158,3758,15,582
155,"[4, 6, 5, 11, 7]",[33],1285,522,49104,65.54379410543794,3522,33,564
156,"[4, 6, 5, 12, 6]",[33],1290,667,51066,68.11851390618514,3730,24,642
157,"[4, 6, 5, 13, 5]",[33],1326,783,65184,63.78061436280614,3623,16,765
158,"[4, 6, 6, 5, 12]",[33],1094,287,29856,77.06828559568285,4190,15,414
159,"[4, 6, 6, 6, 11]",[33],1004,365,22920,76.5909090909091,4249,0,507
160,"[4, 6, 6, 7, 10]",[33],1274,365,40692,76.05126608551267,3916,34,473
161,"[4, 6, 6, 8, 9]",[33],1202,459,28488,75.09028642590286,3881,13,411
162,"[4, 6, 6, 9, 8]",[33],1214,555,31200,72.0101701951017,3866,22,405
163,"[4, 6, 6, 10, 7]",[33],1132,619,39180,67.78019925280199,3777,37,415
164,"[4, 6, 6, 11, 6]",[33],948,655,19344,65.60709838107098,3848,4,366
165,"[4, 6, 6, 12, 5]",[33],1105,746,24936,64.41469489414695,3656,15,398
166,"[4, 6, 7, 4, 12]",[33],887,257,12144,76.78601079286011,4385,1,280
167,"[4, 6, 7, 5, 11]",[33],1107,340,21384,76.31278538812786,4124,20,274
168,"[4, 6, 7, 6, 10]",[33],1045,444,22728,76.5431714404317,4275,15,317
169,"[4, 6, 7, 7, 9]",[33],842,510,20730,74.31195516811955,4138,16,248
170,"[4, 6, 7, 8, 8]",[33],1036,507,29478,74.33478621834786,4087,32,295
171,"[4, 6, 7, 9, 7]",[33],908,610,11496,68.2461602324616,4157,3,245
172,"[4, 6, 7, 10, 6]",[33],841,669,15792,66.66770444167705,4020,8,294
173,"[4, 6, 7, 11, 5]",[33],790,765,14700,64.76027397260275,3995,5,249
174,"[4, 6, 8, 4, 11]",[33],960,357,16986,76.32627646326277,4139,12,181
175,"[4, 6, 8, 5, 10]",[33],894,344,11316,75.27604815276048,4305,0,216
176,"[4, 6, 8, 6, 9]",[33],856,486,23040,73.11332503113324,4240,30,149
177,"[4, 6, 8, 7, 8]",[33],955,588,23616,73.27521793275218,4053,23,181
178,"[4, 6, 8, 8, 7]",[33],875,573,14424,71.62515566625156,4215,9,199
179,"[4, 6, 8, 9, 6]",[33],951,715,24360,68.79410543794106,3921,37,135
180,"[4, 6, 8, 10, 5]",[33],823,825,13554,65.56039850560398,4176,2,251
181,"[4, 6, 9, 4, 10]",[33],865,406,11736,75.47737650477376,4396,4,159
182,"[4, 6, 9, 5, 9]",[33],898,396,16680,73.2700290577003,4091,12,130
183,"[4, 6, 9, 6, 8]",[33],742,559,14034,71.10107928601079,4180,15,107
184,"[4, 6, 9, 7, 7]",[33],803,641,19830,71.21627231216272,4092,24,127
185,"[4, 6, 9, 8, 6]",[33],809,685,14808,69.63989207139892,4158,17,117
186,"[4, 6, 9, 9, 5]",[33],828,754,16896,64.3005396430054,3910,17,143
187,"[4, 6, 10, 4, 9]",[33],842,522,12480,73.5076795350768,4310,6,119
188,"[4, 6, 10, 5, 8]",[33],1076,504,20370,74.75404732254047,4092,22,134
189,"[4, 6, 10, 6, 7]",[33],926,597,15672,71.40307181403071,3982,15,84
190,"[4, 6, 10, 7, 6]",[33],687,634,6198,68.25653798256538,4434,1,73
191,"[4, 6, 10, 8, 5]",[33],832,778,15888,66.74865089248651,4051,17,88
192,"[4, 6, 11, 4, 8]",[33],876,533,21168,71.20797011207969,4016,26,101
193,"[4, 6, 11, 5, 7]",[33],836,546,18192,67.72312162723122,3987,25,75
194,"[4, 6, 11, 6, 6]",[33],920,669,16248,67.15545869655458,3898,21,58
195,"[4, 6, 11, 7, 5]",[33],720,818,13134,67.25508509755085,4082,8,93
196,"[4, 6, 12, 4, 7]",[33],758,563,12288,67.59858862598588,4153,7,98
197,"[4, 6, 12, 5, 6]",[33],825,757,18654,69.8692403486924,4138,17,107
198,"[4, 6, 12, 6, 5]",[33],863,741,17280,64.99169779991698,3977,20,73
199,"[4, 6, 13, 4, 6]",[33],898,669,17904,65.79078455790784,4035,22,91
200,"[4, 6, 13, 5, 5]",[33],812,805,10056,65.03424657534246,3957,7,66
201,"[4, 6, 14, 4, 5]",[33],857,796,12774,63.920713989207144,4109,8,105
202,"[4, 7, 4, 6, 12]",[33],1495,290,124326,79.57036114570361,3830,35,912
203,"[4, 7, 4, 7, 11]",[33],1274,392,98988,79.04109589041096,3833,5,893
204,"[4, 7, 4, 8, 10]",[33],1507,405,76488,75.53445413034454,3671,10,779
205,"[4, 7, 4, 9, 9]",[33],1264,441,82182,71.97696139476962,3806,8,845
206,"[4, 7, 4, 10, 8]",[33],1496,537,92190,71.89290161892902,3566,4,926
207,"[4, 7, 4, 11, 7]",[33],1571,606,74760,69.74055624740556,3388,17,785
208,"[4, 7, 4, 12, 6]",[33],1342,658,111786,66.31797426317975,3576,12,920
209,"[4, 7, 4, 13, 5]",[33],1556,735,110142,63.35616438356164,3294,25,949
210,"[4, 7, 5, 5, 12]",[33],1387,211,51810,80.2708592777086,4018,22,634
211,"[4, 7, 5, 6, 11]",[33],1360,316,51072,77.37027812370279,3880,30,582
212,"[4, 7, 5, 7, 10]",[33],1382,382,62730,76.56392694063928,3908,23,670
213,"[4, 7, 5, 8, 9]",[33],1278,492,47358,73.96326276463263,3909,4,681
214,"[4, 7, 5, 9, 8]",[33],1307,506,44826,73.02615193026152,3807,6,650
215,"[4, 7, 5, 10, 7]",[33],1249,583,44850,71.0024906600249,3732,13,599
216,"[4, 7, 5, 11, 6]",[33],1311,678,58224,67.28621834786217,3536,28,637
217,"[4, 7, 5, 12, 5]",[33],1394,723,47550,67.26027397260273,3543,7,687
218,"[4, 7, 6, 4, 12]",[33],1221,263,32544,80.28019925280199,4181,3,515
219,"[4, 7, 6, 5, 11]",[33],1230,296,37872,79.37422166874222,4050,33,414
220,"[4, 7, 6, 6, 10]",[33],1031,401,28044,77.40971357409714,4263,11,459
221,"[4, 7, 6, 7, 9]",[33],1010,416,29508,76.45184723951847,4152,7,464
222,"[4, 7, 6, 8, 8]",[33],1023,539,24576,72.83727687837278,4074,4,431
223,"[4, 7, 6, 9, 7]",[33],1170,635,32658,72.31942714819426,3813,10,477
224,"[4, 7, 6, 10, 6]",[33],1246,667,35352,71.25363221253632,3734,25,447
225,"[4, 7, 6, 11, 5]",[33],988,841,27918,66.1197592361976,3877,7,482
226,"[4, 7, 7, 4, 11]",[33],1311,307,40764,79.58281444582815,3985,48,360
227,"[4, 7, 7, 5, 10]",[33],955,405,17736,76.97384806973848,4139,10,245
228,"[4, 7, 7, 6, 9]",[33],974,418,24144,76.27231216272313,4310,15,335
229,"[4, 7, 7, 7, 8]",[33],965,578,18192,74.27667081776671,4031,13,240
230,"[4, 7, 7, 8, 7]",[33],1076,650,24822,72.76048152760481,3915,14,343
231,"[4, 7, 7, 9, 6]",[33],884,637,16704,68.53258613532586,4048,5,263
232,"[4, 7, 7, 10, 5]",[33],777,767,15138,65.30510585305106,3892,7,243
233,"[4, 7, 8, 4, 10]",[33],1232,404,39264,79.1697799916978,4008,51,262
234,"[4, 7, 8, 5, 9]",[33],921,540,11592,78.33748443337485,4148,4,176
235,"[4, 7, 8, 6, 8]",[33],924,522,17214,76.17683686176836,4184,12,227
236,"[4, 7, 8, 7, 7]",[33],957,627,18456,73.02926525529266,4025,12,192
237,"[4, 7, 8, 8, 6]",[33],697,777,12912,71.70921544209216,4217,3,245
238,"[4, 7, 8, 9, 5]",[33],772,754,13824,65.93918638439187,4054,8,201
239,"[4, 7, 9, 4, 9]",[33],817,469,11976,75.34350352843504,4307,8,151
240,"[4, 7, 9, 5, 8]",[33],897,475,14496,75.82295558322956,4216,7,152
241,"[4, 7, 9, 6, 7]",[33],625,568,5208,71.557700290577,4308,0,111
242,"[4, 7, 9, 7, 6]",[33],699,643,9216,69.33997509339976,4240,3,124
243,"[4, 7, 9, 8, 5]",[33],696,789,12858,67.5321710253217,4150,13,117
244,"[4, 7, 10, 4, 8]",[33],1062,460,21852,74.13138231631382,4178,24,94
245,"[4, 7, 10, 5, 7]",[33],938,624,14448,73.3862598588626,4031,13,93
246,"[4, 7, 10, 6, 6]",[33],932,745,21756,72.9846409298464,3919,29,104
247,"[4, 7, 10, 7, 5]",[33],876,717,14304,68.74636778746368,3992,16,94
248,"[4, 7, 11, 4, 7]",[33],827,643,9240,71.67704441677044,4149,0,116
249,"[4, 7, 11, 5, 6]",[33],831,674,14616,71.06890826068908,4106,12,93
250,"[4, 7, 11, 6, 5]",[33],703,689,12504,67.71585720215857,4052,17,64
251,"[4, 7, 12, 4, 6]",[33],714,664,10200,68.29182233291823,4066,4,98
252,"[4, 7, 12, 5, 5]",[33],809,760,12804,67.21461187214612,4055,11,84
253,"[4, 7, 13, 4, 5]",[33],819,751,14712,66.58156911581568,3969,6,112
254,"[4, 8, 4, 5, 12]",[33],1474,224,77730,79.58073889580739,3860,3,838
255,"[4, 8, 4, 6, 11]",[33],1509,339,136716,78.57409713574097,3759,19,983
256,"[4, 8, 4, 7, 10]",[33],1467,419,103056,78.30946450809465,3682,6,864
257,"[4, 8, 4, 8, 9]",[33],1433,446,92688,76.54732254047323,3662,31,878
258,"[4, 8, 4, 9, 8]",[33],1300,502,69888,71.04088833540888,3623,4,746
259,"[4, 8, 4, 10, 7]",[33],1400,619,68928,72.14715649647157,3664,2,838
260,"[4, 8, 4, 11, 6]",[33],1519,674,87102,70.02801992528019,3350,16,855
261,"[4, 8, 4, 12, 5]",[33],1367,775,90984,64.11270236612702,3532,5,924
262,"[4, 8, 5, 4, 12]",[33],1286,273,38994,80.52096305520962,4135,0,655
263,"[4, 8, 5, 5, 11]",[33],1279,321,39660,81.56288916562889,3909,20,515
264,"[4, 8, 5, 6, 10]",[33],1245,408,55962,79.40431714404316,4055,4,740
265,"[4, 8, 5, 7, 9]",[33],1109,479,44310,76.07617268576172,4118,0,681
266,"[4, 8, 5, 8, 8]",[33],1177,588,42156,74.27148194271483,3767,4,654
267,"[4, 8, 5, 9, 7]",[33],1139,612,50598,68.57824823578248,3708,12,650
268,"[4, 8, 5, 10, 6]",[33],1091,732,45768,69.51743462017434,3649,4,613
269,"[4, 8, 5, 11, 5]",[33],1297,711,37032,68.52843503528435,3551,14,571
270,"[4, 8, 6, 4, 11]",[33],1115,329,21246,79.46658364466583,4081,3,409
271,"[4, 8, 6, 5, 10]",[33],943,366,19344,78.66334578663346,4208,1,407
272,"[4, 8, 6, 6, 9]",[33],836,457,18072,74.38978829389788,4452,0,405
273,"[4, 8, 6, 7, 8]",[33],1027,587,22176,77.69510170195102,3910,5,421
274,"[4, 8, 6, 8, 7]",[33],842,531,16392,71.53175591531756,4033,0,348
275,"[4, 8, 6, 9, 6]",[33],831,679,16440,69.64092984640929,3997,0,351
276,"[4, 8, 6, 10, 5]",[33],910,736,20454,65.74304690743047,3946,7,364
277,"[4, 8, 7, 4, 10]",[33],991,351,22848,79.12619344126193,4192,14,280
278,"[4, 8, 7, 5, 9]",[33],904,496,13044,79.13968451639684,4289,1,265
279,"[4, 8, 7, 6, 8]",[33],980,507,23052,77.21980074719801,4094,13,307
280,"[4, 8, 7, 7, 7]",[33],738,618,12912,74.86093814860938,4152,0,280
281,"[4, 8, 7, 8, 6]",[33],811,656,18768,71.20693233706933,3993,8,266
282,"[4, 8, 7, 9, 5]",[33],897,775,21984,70.34765462847655,3844,6,351
283,"[4, 8, 8, 4, 9]",[33],888,448,15384,76.49958488999586,4129,8,210
284,"[4, 8, 8, 5, 8]",[33],943,557,15768,77.54462432544625,4153,9,218
285,"[4, 8, 8, 6, 7]",[33],674,646,10200,71.95309256953092,4328,4,168
286,"[4, 8, 8, 7, 6]",[33],942,627,16632,73.86778746367787,4083,11,222
287,"[4, 8, 8, 8, 5]",[33],803,709,15624,69.90556247405563,4011,10,197
288,"[4, 8, 9, 4, 8]",[33],747,545,9720,75.43690327936903,4465,3,149
289,"[4, 8, 9, 5, 7]",[33],843,553,15384,75.30406807804067,4191,15,155
290,"[4, 8, 9, 6, 6]",[33],743,672,10956,72.8964300539643,4199,9,108
291,"[4, 8, 9, 7, 5]",[33],750,730,15000,69.75612287256124,4127,11,124
292,"[4, 8, 10, 4, 7]",[33],722,577,8304,73.5118306351183,4400,0,134
293,"[4, 8, 10, 5, 6]",[33],633,745,8592,71.46533831465338,4256,3,104
294,"[4, 8, 10, 6, 5]",[33],650,755,7224,68.17351598173515,4108,3,72
295,"[4, 8, 11, 4, 6]",[33],982,704,16680,72.36508924865089,3781,19,101
296,"[4, 8, 11, 5, 5]",[33],704,709,11082,68.21710253217103,4193,6,84
297,"[4, 8, 12, 4, 5]",[33],757,732,14448,69.78933167289331,4027,16,86
298,"[4, 9, 4, 4, 12]",[33],1223,338,112776,77.80718140307181,4039,13,924
299,"[4, 9, 4, 5, 11]",[33],1542,350,147336,81.47675383976754,3859,31,1062
300,"[4, 9, 4, 6, 10]",[33],1594,352,98172,80.45869655458696,3638,5,913
301,"[4, 9, 4, 7, 9]",[33],1614,434,117582,77.37858032378581,3577,26,967
302,"[4, 9, 4, 8, 8]",[33],1336,595,91740,75.63823163138231,3787,3,962
303,"[4, 9, 4, 9, 7]",[33],1375,595,102072,74.17808219178083,3597,24,810
304,"[4, 9, 4, 10, 6]",[33],1346,791,97680,69.82150269821503,3557,3,928
305,"[4, 9, 4, 11, 5]",[33],1192,791,85236,67.38480697384807,3617,3,868
306,"[4, 9, 5, 4, 11]",[33],1348,305,48276,82.5093399750934,4028,0,746
307,"[4, 9, 5, 5, 10]",[33],1161,390,36672,80.98381070983811,4030,2,666
308,"[4, 9, 5, 6, 9]",[33],1210,466,45186,80.88003320880033,3887,5,654
309,"[4, 9, 5, 7, 8]",[33],1078,569,39312,75.96824408468244,4039,0,714
310,"[4, 9, 5, 8, 7]",[33],1119,641,44952,73.3582399335824,3854,2,667
