,distribution,bed_amount,denied,covid_denied,waiting_time,occupancy,admissioned,failed_reschedules,succesful_reschedules
98,"[4, 5, 7, 5, 7]",28,1139,43,27912,69.81042074363992,3636,13,379
99,"[4, 5, 7, 6, 6]",28,992,58,19128,69.31017612524461,3868,8,311
100,"[4, 5, 7, 7, 5]",28,1052,166,25416,69.87891389432485,3717,17,342
101,"[4, 5, 7, 8, 4]",28,1085,182,31176,68.27421722113502,3574,44,204
102,"[4, 5, 7, 9, 3]",28,956,232,24210,64.56824853228963,3594,18,301
103,"[4, 5, 7, 10, 2]",28,954,297,21984,61.17783757338552,3770,15,261
104,"[4, 5, 7, 11, 1]",28,1073,365,24366,59.933953033268104,3579,16,322
105,"[4, 5, 7, 12, 0]",28,839,451,14658,58.61790606653621,3599,2,274
106,"[4, 5, 8, 4, 7]",28,1057,81,24132,70.76687866927594,3901,21,236
107,"[4, 5, 8, 5, 6]",28,954,46,11436,71.01883561643835,3830,3,180
108,"[4, 5, 8, 6, 5]",28,950,115,27816,68.6252446183953,3803,40,175
109,"[4, 5, 8, 7, 4]",28,989,168,19782,68.39652641878669,3748,20,201
110,"[4, 5, 8, 8, 3]",28,764,211,16866,65.53816046966732,3887,10,243
111,"[4, 5, 8, 9, 2]",28,786,297,11634,65.43419765166341,3767,6,166
112,"[4, 5, 8, 10, 1]",28,969,354,26646,60.24828767123288,3511,29,232
113,"[4, 5, 8, 11, 0]",28,914,403,15096,61.05675146771037,3556,9,220
114,"[4, 5, 9, 4, 6]",28,1106,82,22806,68.87353228962819,3718,29,159
115,"[4, 5, 9, 5, 5]",28,905,118,15552,69.1254892367906,3806,14,123
116,"[4, 5, 9, 6, 4]",28,1011,143,29640,68.70107632093934,3709,39,142
117,"[4, 5, 9, 7, 3]",28,901,285,13212,68.33904109589041,3792,7,129
118,"[4, 5, 9, 8, 2]",28,885,316,21744,65.2495107632094,3762,31,118
119,"[4, 5, 9, 9, 1]",28,801,388,16086,61.50684931506849,3641,21,129
120,"[4, 5, 9, 10, 0]",28,893,457,19680,56.49217221135029,3477,20,99
121,"[4, 5, 10, 4, 5]",28,1066,113,30072,70.05259295499022,3655,51,87
122,"[4, 5, 10, 5, 4]",28,888,135,18432,67.59662426614481,3796,25,116
123,"[4, 5, 10, 6, 3]",28,704,218,9816,64.81164383561644,3874,8,92
124,"[4, 5, 10, 7, 2]",28,765,247,17424,62.43639921722114,3745,14,111
125,"[4, 5, 10, 8, 1]",28,681,363,15558,57.25171232876713,3650,18,69
126,"[4, 5, 10, 9, 0]",28,804,427,13866,58.07607632093933,3525,11,92
127,"[4, 5, 11, 4, 4]",28,850,199,17208,66.04574363992171,3733,12,128
128,"[4, 5, 11, 5, 3]",28,740,232,10764,64.6245107632094,3821,7,92
129,"[4, 5, 11, 6, 2]",28,916,301,18612,64.12304305283757,3743,23,82
130,"[4, 5, 11, 7, 1]",28,831,393,12456,60.829256360078276,3591,12,84
131,"[4, 5, 11, 8, 0]",28,908,448,19272,60.772994129158505,3505,26,75
132,"[4, 5, 12, 4, 3]",28,1030,223,29784,64.2722602739726,3624,46,90
133,"[4, 5, 12, 5, 2]",28,731,305,12672,61.87866927592955,3713,15,63
134,"[4, 5, 12, 6, 1]",28,795,314,12672,60.566291585127196,3715,10,68
135,"[4, 5, 12, 7, 0]",28,830,456,20898,60.00489236790607,3506,22,75
136,"[4, 5, 13, 4, 2]",28,894,297,17784,61.07999021526419,3718,14,89
137,"[4, 5, 13, 5, 1]",28,704,332,9096,60.275195694716245,3817,4,69
138,"[4, 5, 13, 6, 0]",28,927,425,27408,58.716976516634055,3508,40,62
139,"[4, 5, 14, 4, 1]",28,1013,324,18336,58.413649706457925,3652,19,107
140,"[4, 5, 14, 5, 0]",28,862,420,13104,59.4997553816047,3600,13,82
141,"[4, 5, 15, 4, 0]",28,902,421,14946,56.35396281800391,3622,13,79
142,"[4, 6, 4, 7, 7]",28,1536,53,85080,69.56335616438356,3218,16,806
143,"[4, 6, 4, 8, 6]",28,1547,69,114438,68.54452054794521,3320,16,951
144,"[4, 6, 4, 9, 5]",28,1533,140,84918,65.14187866927593,3242,10,821
145,"[4, 6, 4, 10, 4]",28,1496,166,73464,65.19691780821918,3196,3,824
146,"[4, 6, 4, 11, 3]",28,1455,239,69990,64.03620352250489,3237,8,850
147,"[4, 6, 4, 12, 2]",28,1597,303,128640,62.96722113502935,3067,37,975
148,"[4, 6, 4, 13, 1]",28,1538,372,102570,57.45474559686888,2929,21,898
149,"[4, 6, 4, 14, 0]",28,1669,455,106548,57.356898238747554,2771,43,872
150,"[4, 6, 5, 6, 7]",28,1245,31,47958,70.14554794520548,3630,12,702
151,"[4, 6, 5, 7, 6]",28,1309,84,59568,70.51981409001957,3477,20,648
152,"[4, 6, 5, 8, 5]",28,1311,109,52992,67.90728962818004,3462,26,616
153,"[4, 6, 5, 9, 4]",28,1275,182,39426,69.48507827788649,3447,6,622
154,"[4, 6, 5, 10, 3]",28,1426,197,47058,66.15337573385519,3222,10,588
155,"[4, 6, 5, 11, 2]",28,1287,298,48384,64.50342465753425,3395,16,668
156,"[4, 6, 5, 12, 1]",28,1350,377,49842,58.800146771037184,3125,29,597
157,"[4, 6, 5, 13, 0]",28,1249,424,58536,55.90141878669276,3182,11,707
158,"[4, 6, 6, 5, 7]",28,1040,40,25536,71.89946183953033,3648,9,343
159,"[4, 6, 6, 6, 6]",28,1167,92,28248,72.44496086105676,3682,11,424
160,"[4, 6, 6, 7, 5]",28,1091,121,25482,69.26247553816047,3753,9,415
161,"[4, 6, 6, 8, 4]",28,1072,159,23400,67.80210371819962,3633,13,374
162,"[4, 6, 6, 9, 3]",28,1151,235,30846,66.38209393346379,3401,16,454
163,"[4, 6, 6, 10, 2]",28,1058,305,20988,66.20963796477494,3423,2,405
164,"[4, 6, 6, 11, 1]",28,1129,345,28614,63.41364970645793,3442,2,490
165,"[4, 6, 6, 12, 0]",28,1037,456,35652,55.204256360078276,3257,28,405
166,"[4, 6, 7, 4, 7]",28,975,60,16572,72.14652641878669,3920,1,360
167,"[4, 6, 7, 5, 6]",28,1188,51,26688,74.50220156555774,3663,26,317
168,"[4, 6, 7, 6, 5]",28,1020,110,25734,70.94911937377691,3605,32,261
169,"[4, 6, 7, 7, 4]",28,1044,142,19782,68.71575342465754,3617,12,304
170,"[4, 6, 7, 8, 3]",28,879,233,16548,65.78522504892368,3745,10,242
171,"[4, 6, 7, 9, 2]",28,1012,316,29682,64.87402152641879,3493,19,358
172,"[4, 6, 7, 10, 1]",28,1043,395,24972,63.84173189823875,3470,18,308
173,"[4, 6, 7, 11, 0]",28,1006,420,19932,59.97553816046967,3391,11,294
174,"[4, 6, 8, 4, 6]",28,949,69,18438,72.6541095890411,3822,5,245
175,"[4, 6, 8, 5, 5]",28,1336,128,38022,77.56727005870842,3568,37,302
176,"[4, 6, 8, 6, 4]",28,870,150,15360,70.38527397260273,3680,5,191
177,"[4, 6, 8, 7, 3]",28,884,180,23664,67.02666340508806,3714,35,177
178,"[4, 6, 8, 8, 2]",28,833,272,15504,65.31922700587084,3754,14,181
179,"[4, 6, 8, 9, 1]",28,957,366,22704,65.68248532289628,3644,25,175
180,"[4, 6, 8, 10, 0]",28,849,440,15780,60.59319960861057,3523,12,196
181,"[4, 6, 9, 4, 5]",28,1030,164,18942,70.86227984344423,3693,21,149
182,"[4, 6, 9, 5, 4]",28,948,182,14832,72.56237769080235,3774,3,171
183,"[4, 6, 9, 6, 3]",28,880,217,17154,70.0,3623,24,102
184,"[4, 6, 9, 7, 2]",28,1014,295,20904,69.44716242661448,3609,10,165
185,"[4, 6, 9, 8, 1]",28,994,361,25668,65.3816046966732,3513,31,156
186,"[4, 6, 9, 9, 0]",28,828,435,19266,60.63600782778865,3509,28,84
187,"[4, 6, 10, 4, 4]",28,948,170,20256,67.37891389432485,3725,22,104
188,"[4, 6, 10, 5, 3]",28,742,180,16362,63.861301369863014,3827,23,71
189,"[4, 6, 10, 6, 2]",28,927,314,15048,67.70547945205479,3714,18,103
190,"[4, 6, 10, 7, 1]",28,853,351,18312,64.14872798434442,3675,18,99
191,"[4, 6, 10, 8, 0]",28,774,403,12924,59.79818982387476,3711,13,70
192,"[4, 6, 11, 4, 3]",28,941,250,19056,67.64310176125244,3753,18,121
193,"[4, 6, 11, 5, 2]",28,652,360,9396,66.41022504892368,3926,4,109
194,"[4, 6, 11, 6, 1]",28,850,401,14262,66.29647749510764,3693,6,109
195,"[4, 6, 11, 7, 0]",28,736,459,17964,60.583414872798436,3664,24,73
196,"[4, 6, 12, 4, 2]",28,931,302,15516,65.32901174168298,3789,10,98
197,"[4, 6, 12, 5, 1]",28,888,364,14358,63.80993150684932,3597,17,71
198,"[4, 6, 12, 6, 0]",28,849,403,15888,62.734833659491194,3534,24,54
199,"[4, 6, 13, 4, 1]",28,884,345,18240,62.17221135029354,3545,15,104
200,"[4, 6, 13, 5, 0]",28,862,476,19776,60.458659491193735,3543,31,59
201,"[4, 6, 14, 4, 0]",28,907,420,17094,59.80552837573385,3604,18,85
202,"[4, 7, 4, 6, 7]",28,1676,35,76602,72.48776908023483,3154,17,838
203,"[4, 7, 4, 7, 6]",28,1596,97,144678,70.40117416829746,3188,43,903
204,"[4, 7, 4, 8, 5]",28,1482,91,61626,71.40900195694717,3255,14,772
205,"[4, 7, 4, 9, 4]",28,1319,176,82512,68.00146771037183,3434,4,833
206,"[4, 7, 4, 10, 3]",28,1537,229,84756,67.78008806262231,3109,37,813
207,"[4, 7, 4, 11, 2]",28,1493,291,104274,63.61423679060665,3196,16,974
208,"[4, 7, 4, 12, 1]",28,1358,353,93606,59.4410469667319,3054,15,838
209,"[4, 7, 4, 13, 0]",28,1476,450,79098,60.0660469667319,2920,17,806
210,"[4, 7, 5, 5, 7]",28,1183,70,40914,72.93175146771037,3476,5,627
211,"[4, 7, 5, 6, 6]",28,1423,56,70584,75.35102739726027,3388,17,770
212,"[4, 7, 5, 7, 5]",28,1288,115,39618,73.07118395303327,3455,6,603
213,"[4, 7, 5, 8, 4]",28,1110,167,46932,71.39432485322897,3581,1,701
214,"[4, 7, 5, 9, 3]",28,1254,210,48894,68.92245596868885,3364,14,653
215,"[4, 7, 5, 10, 2]",28,1321,262,48894,64.87035225048923,3166,14,615
216,"[4, 7, 5, 11, 1]",28,1355,345,48540,65.28498043052838,3157,12,649
217,"[4, 7, 5, 12, 0]",28,1094,413,32304,60.29231898238747,3328,0,566
218,"[4, 7, 6, 4, 7]",28,1351,32,38184,75.44398238747554,3513,20,474
219,"[4, 7, 6, 5, 6]",28,1254,78,25794,75.41952054794521,3514,14,373
220,"[4, 7, 6, 6, 5]",28,943,143,22032,71.99486301369863,3681,0,376
221,"[4, 7, 6, 7, 4]",28,1113,180,26640,72.83512720156556,3540,17,319
222,"[4, 7, 6, 8, 3]",28,1189,258,37284,70.11252446183953,3514,23,490
223,"[4, 7, 6, 9, 2]",28,1148,264,35274,67.21746575342465,3402,19,469
224,"[4, 7, 6, 10, 1]",28,923,338,24114,64.6832191780822,3529,6,442
225,"[4, 7, 6, 11, 0]",28,1107,432,30876,61.113013698630134,3123,18,380
226,"[4, 7, 7, 4, 6]",28,1078,75,23166,71.22676125244618,3682,27,237
227,"[4, 7, 7, 5, 5]",28,1232,131,30030,75.38772015655577,3550,38,224
228,"[4, 7, 7, 6, 4]",28,871,157,18084,71.38087084148728,3831,8,279
229,"[4, 7, 7, 7, 3]",28,912,196,18936,72.4412915851272,3695,19,229
230,"[4, 7, 7, 8, 2]",28,741,315,12696,66.29158512720157,3769,5,244
231,"[4, 7, 7, 9, 1]",28,903,377,15906,64.61961839530332,3640,3,287
232,"[4, 7, 7, 10, 0]",28,1000,441,26784,62.78253424657534,3457,26,294
233,"[4, 7, 8, 4, 5]",28,1021,104,23682,72.49510763209393,3696,21,191
234,"[4, 7, 8, 5, 4]",28,897,215,12696,72.95743639921723,3804,3,208
235,"[4, 7, 8, 6, 3]",28,838,168,11088,71.28057729941291,3912,1,221
236,"[4, 7, 8, 7, 2]",28,875,316,12540,71.45303326810176,3735,6,195
237,"[4, 7, 8, 8, 1]",28,833,353,13416,66.64016634050881,3710,7,190
238,"[4, 7, 8, 9, 0]",28,898,443,18402,65.61521526418787,3707,15,217
239,"[4, 7, 9, 4, 4]",28,861,162,14856,72.15508806262231,3818,15,135
240,"[4, 7, 9, 5, 3]",28,791,230,11664,71.67441291585128,3922,4,161
241,"[4, 7, 9, 6, 2]",28,855,274,16722,71.85665362035225,3847,12,159
242,"[4, 7, 9, 7, 1]",28,736,371,8220,65.1761252446184,3702,5,88
243,"[4, 7, 9, 8, 0]",28,873,432,15456,64.31384540117416,3625,11,165
244,"[4, 7, 10, 4, 3]",28,1015,211,19512,73.04060665362036,3669,16,145
245,"[4, 7, 10, 5, 2]",28,725,285,14184,68.34148727984345,3903,11,134
246,"[4, 7, 10, 6, 1]",28,649,346,8250,66.95327788649706,3889,6,107
247,"[4, 7, 10, 7, 0]",28,897,460,25968,64.07656555772994,3557,40,95
248,"[4, 7, 11, 4, 2]",28,769,332,9948,66.85298434442271,3721,8,89
249,"[4, 7, 11, 5, 1]",28,846,345,15612,67.61252446183953,3676,16,88
250,"[4, 7, 11, 6, 0]",28,670,422,10764,64.30528375733854,3777,11,77
251,"[4, 7, 12, 4, 1]",28,927,363,16608,66.0738747553816,3504,16,105
252,"[4, 7, 12, 5, 0]",28,764,462,11916,63.08586105675147,3641,13,70
253,"[4, 7, 13, 4, 0]",28,844,425,15546,62.50978473581213,3609,16,94
254,"[4, 8, 4, 5, 7]",28,1464,39,85470,73.17392367906066,3373,10,874
255,"[4, 8, 4, 6, 6]",28,1385,110,85620,76.39432485322897,3280,19,761
256,"[4, 8, 4, 7, 5]",28,1461,115,77076,73.51027397260273,3235,13,838
257,"[4, 8, 4, 8, 4]",28,1525,191,107916,72.04011741682974,3122,26,856
258,"[4, 8, 4, 9, 3]",28,1469,235,122874,67.17832681017613,3218,19,933
259,"[4, 8, 4, 10, 2]",28,1411,315,106608,66.1619373776908,3226,18,847
260,"[4, 8, 4, 11, 1]",28,1419,337,78780,65.65680039138944,3103,10,840
261,"[4, 8, 4, 12, 0]",28,1383,414,123828,60.69471624266145,3172,30,913
262,"[4, 8, 5, 4, 7]",28,1318,41,41304,76.43957925636008,3543,1,681
263,"[4, 8, 5, 5, 6]",28,1193,51,33456,73.52862035225048,3647,6,585
264,"[4, 8, 5, 6, 5]",28,1295,138,47160,75.67759295499022,3357,19,600
265,"[4, 8, 5, 7, 4]",28,1067,165,43326,71.22798434442271,3637,3,623
266,"[4, 8, 5, 8, 3]",28,1223,231,54672,71.94349315068493,3355,19,596
267,"[4, 8, 5, 9, 2]",28,1219,301,49362,68.70352250489236,3379,8,661
268,"[4, 8, 5, 10, 1]",28,1279,405,44928,67.88894324853229,3248,1,665
269,"[4, 8, 5, 11, 0]",28,1226,452,50226,61.800391389432484,3220,12,686
270,"[4, 8, 6, 4, 6]",28,1129,99,24816,75.11619373776908,3650,8,448
271,"[4, 8, 6, 5, 5]",28,1044,96,21336,74.2208904109589,3817,0,462
272,"[4, 8, 6, 6, 4]",28,1127,183,31560,74.14628180039139,3495,17,411
273,"[4, 8, 6, 7, 3]",28,825,219,24492,69.6624266144814,3659,1,455
274,"[4, 8, 6, 8, 2]",28,935,286,18630,70.88551859099805,3659,7,360
275,"[4, 8, 6, 9, 1]",28,1058,348,23532,66.43101761252446,3470,3,449
276,"[4, 8, 6, 10, 0]",28,1023,440,23568,65.80357142857143,3358,6,402
277,"[4, 8, 7, 4, 5]",28,1189,95,25098,77.27739726027397,3569,13,316
278,"[4, 8, 7, 5, 4]",28,871,168,20400,73.08586105675147,3823,8,348
279,"[4, 8, 7, 6, 3]",28,888,253,20808,73.16291585127202,3725,10,284
280,"[4, 8, 7, 7, 2]",28,780,261,13224,71.97407045009786,3758,7,247
281,"[4, 8, 7, 8, 1]",28,988,375,19704,68.22284735812133,3440,6,220
282,"[4, 8, 7, 9, 0]",28,745,494,14448,64.33463796477496,3586,1,294
283,"[4, 8, 8, 4, 4]",28,1127,163,20862,77.34222113502935,3723,10,263
284,"[4, 8, 8, 5, 3]",28,727,234,9384,71.38331702544032,3988,0,203
285,"[4, 8, 8, 6, 2]",28,985,263,17376,73.59099804305283,3670,6,233
286,"[4, 8, 8, 7, 1]",28,904,350,13434,69.88747553816047,3730,9,152
287,"[4, 8, 8, 8, 0]",28,790,402,13692,66.32950097847358,3735,8,197
288,"[4, 8, 9, 4, 3]",28,700,223,11928,71.3527397260274,3952,7,151
289,"[4, 8, 9, 5, 2]",28,871,259,12888,72.06947162426614,3672,10,121
290,"[4, 8, 9, 6, 1]",28,625,372,10272,65.70450097847358,3797,5,119
291,"[4, 8, 9, 7, 0]",28,696,456,7080,67.4339530332681,3714,4,108
292,"[4, 8, 10, 4, 2]",28,814,293,13872,70.6763698630137,3735,5,130
293,"[4, 8, 10, 5, 1]",28,738,372,13650,67.33365949119374,3727,16,97
294,"[4, 8, 10, 6, 0]",28,731,436,14568,67.06947162426614,3732,20,106
295,"[4, 8, 11, 4, 1]",28,905,331,11604,69.98287671232876,3616,4,122
296,"[4, 8, 11, 5, 0]",28,680,432,11496,63.096868884540115,3651,14,66
297,"[4, 8, 12, 4, 0]",28,656,430,4560,65.1174168297456,3877,0,92
298,"[4, 9, 4, 4, 7]",28,1448,43,125220,72.66756360078278,3345,11,999
299,"[4, 9, 4, 5, 6]",28,1480,74,104754,76.44202544031312,3363,14,964
300,"[4, 9, 4, 6, 5]",28,1585,132,100254,77.15264187866929,3149,17,867
301,"[4, 9, 4, 7, 4]",28,1636,154,105972,77.09271037181996,3098,26,913
302,"[4, 9, 4, 8, 3]",28,1387,232,83898,72.5,3236,5,840
303,"[4, 9, 4, 9, 2]",28,1452,333,78984,73.16536203522504,3082,10,897
304,"[4, 9, 4, 10, 1]",28,1547,362,78036,69.73825831702544,3032,23,854
305,"[4, 9, 4, 11, 0]",28,1323,449,87288,63.98727984344422,3144,6,917
306,"[4, 9, 5, 4, 6]",28,1279,99,56328,77.70181017612524,3408,6,682
307,"[4, 9, 5, 5, 5]",28,1513,111,53532,80.34980430528375,3304,32,618
308,"[4, 9, 5, 6, 4]",28,1203,172,32388,75.4562133072407,3389,3,563
309,"[4, 9, 5, 7, 3]",28,1173,219,48888,74.5731409001957,3361,15,618
310,"[4, 9, 5, 8, 2]",28,1097,259,38544,71.34050880626222,3356,3,608
311,"[4, 9, 5, 9, 1]",28,1331,342,60630,70.47578277886497,3208,16,714
312,"[4, 9, 5, 10, 0]",28,964,449,24456,65.69227005870842,3266,1,469
313,"[4, 9, 6, 4, 5]",28,1024,119,25452,75.5063600782779,3712,0,496
314,"[4, 9, 6, 5, 4]",28,1090,179,20670,77.01810176125244,3509,6,397
315,"[4, 9, 6, 6, 3]",28,1144,228,28248,75.22627201565558,3657,4,481
316,"[4, 9, 6, 7, 2]",28,871,322,19896,69.41780821917808,3659,0,409
317,"[4, 9, 6, 8, 1]",28,952,339,27192,70.73140900195695,3540,7,455
318,"[4, 9, 6, 9, 0]",28,803,414,19662,63.76590019569471,3502,3,377
