,distribution,bed_amount,denied,covid_denied,waiting_time,occupancy,admissioned,failed_reschedules,succesful_reschedules
29,"[4, 4, 7, 12, 16]",[43],1024,1528,22416,70.3751194647977,4879,17,335
30,"[4, 4, 7, 13, 15]",[43],1107,1632,27798,68.03201656578528,4557,35,210
31,"[4, 4, 8, 5, 22]",[43],1092,1020,27906,81.38738451736222,5319,36,175
32,"[4, 4, 8, 6, 21]",[43],962,1121,24378,79.43055113093341,5303,39,150
33,"[4, 4, 8, 7, 20]",[43],1084,1192,35676,80.05893596686843,5074,54,233
34,"[4, 4, 8, 8, 19]",[43],950,1258,23778,77.61707550175215,5101,24,196
35,"[4, 4, 8, 9, 18]",[43],944,1512,21684,75.43803759158968,5032,29,185
36,"[4, 4, 8, 10, 17]",[43],1043,1530,29088,73.08219178082192,4699,46,139
37,"[4, 4, 8, 11, 16]",[43],955,1531,18768,72.6863650844218,4807,22,176
38,"[4, 4, 8, 12, 15]",[43],1047,1687,26232,68.68349792927684,4591,37,170
39,"[4, 4, 9, 4, 22]",[43],884,1050,16536,81.36428798980567,5456,11,182
40,"[4, 4, 9, 5, 21]",[43],903,1185,12420,79.78575979611341,5244,8,115
41,"[4, 4, 9, 6, 20]",[43],880,1270,11988,80.18317935648295,5278,5,141
42,"[4, 4, 9, 7, 19]",[43],1045,1281,20634,78.43341828607836,5015,28,120
43,"[4, 4, 9, 8, 18]",[43],949,1325,20064,76.08474036317298,5051,23,134
44,"[4, 4, 9, 9, 17]",[43],889,1496,20778,73.26059254539662,5081,22,128
45,"[4, 4, 9, 10, 16]",[43],873,1481,21000,69.95858553679516,4843,25,103
46,"[4, 4, 9, 11, 15]",[43],982,1639,25746,69.32860783689073,4639,42,102
47,"[4, 4, 10, 4, 21]",[43],1134,1081,20880,80.94695762981841,5169,32,98
48,"[4, 4, 10, 5, 20]",[43],979,1230,26916,79.27524689391527,5065,43,76
49,"[4, 4, 10, 6, 19]",[43],1007,1389,26484,77.69034724434533,5095,38,82
50,"[4, 4, 10, 7, 18]",[43],973,1445,19488,75.67776361898694,5084,29,87
51,"[4, 4, 10, 8, 17]",[43],881,1433,25386,74.19640012742911,5079,46,85
52,"[4, 4, 10, 9, 16]",[43],873,1649,14352,72.88865880853776,4991,16,102
53,"[4, 4, 10, 10, 15]",[43],925,1595,24720,69.09604969735584,4910,40,83
54,"[4, 4, 11, 4, 20]",[43],953,1245,19128,78.45253265371137,5231,24,108
55,"[4, 4, 11, 5, 19]",[43],977,1333,20802,77.82574068174578,5075,21,89
56,"[4, 4, 11, 6, 18]",[43],700,1331,9264,75.21981522777955,5250,7,109
57,"[4, 4, 11, 7, 17]",[43],919,1536,27186,74.1103854730806,5032,48,62
58,"[4, 4, 11, 8, 16]",[43],804,1628,17736,71.61994265689711,4946,17,84
59,"[4, 4, 11, 9, 15]",[43],773,1503,14376,68.78145906339599,5037,10,81
60,"[4, 4, 12, 4, 19]",[43],873,1328,13248,76.59604969735585,5202,12,87
61,"[4, 4, 12, 5, 18]",[43],742,1389,9678,73.34103217585218,5191,5,79
62,"[4, 4, 12, 6, 17]",[43],953,1480,22548,74.38993309971328,4961,33,73
63,"[4, 4, 12, 7, 16]",[43],1033,1495,38112,72.69034724434533,4798,69,46
64,"[4, 4, 12, 8, 15]",[43],766,1663,10008,68.62456196240842,4887,3,70
65,"[4, 4, 13, 4, 18]",[43],1020,1435,26922,74.68063077413188,5003,34,103
66,"[4, 4, 13, 5, 17]",[43],917,1493,16866,73.35536795157694,5051,17,93
67,"[4, 4, 13, 6, 16]",[43],775,1559,16200,70.48104491876394,4978,20,62
68,"[4, 4, 13, 7, 15]",[43],817,1688,13836,69.4847085058936,4988,17,67
69,"[4, 4, 14, 4, 17]",[43],855,1352,18312,70.86253583943932,5058,18,90
70,"[4, 4, 14, 5, 16]",[43],995,1573,22176,71.10863332271424,4801,28,67
71,"[4, 4, 14, 6, 15]",[43],839,1664,11496,68.67712647339917,4927,6,83
72,"[4, 4, 15, 4, 16]",[43],1008,1450,23088,70.49458426250398,4855,29,91
73,"[4, 4, 15, 5, 15]",[43],927,1701,22962,68.72411596049697,4686,31,62
74,"[4, 5, 4, 8, 22]",[43],1441,1250,100140,81.25358394393119,4918,6,989
75,"[4, 5, 4, 9, 21]",[43],1551,1148,122454,81.00987575661038,4674,14,974
76,"[4, 5, 4, 10, 20]",[43],1473,1147,69558,76.91701178719337,4557,15,783
77,"[4, 5, 4, 11, 19]",[43],1485,1329,102960,74.67107359031539,4638,16,891
78,"[4, 5, 4, 12, 18]",[43],1597,1226,89832,72.80582988212807,4401,15,853
79,"[4, 5, 4, 13, 17]",[43],1444,1506,79962,70.57661675692896,4452,1,874
80,"[4, 5, 4, 14, 16]",[43],1486,1456,61320,69.55160879260912,4253,13,705
81,"[4, 5, 4, 15, 15]",[43],1789,1533,118530,67.91016247212488,4054,42,983
82,"[4, 5, 5, 7, 22]",[43],1282,1012,52008,82.84326218540936,4950,9,684
83,"[4, 5, 5, 8, 21]",[43],1455,1096,80124,79.57789104810449,4845,50,743
84,"[4, 5, 5, 9, 20]",[43],1241,1095,50328,80.20946161197834,4798,20,624
85,"[4, 5, 5, 10, 19]",[43],1400,1321,66090,77.01417648932781,4756,25,678
86,"[4, 5, 5, 11, 18]",[43],1276,1320,50448,75.31618349792927,4719,17,646
87,"[4, 5, 5, 12, 17]",[43],1283,1328,42336,72.45858553679516,4624,6,655
88,"[4, 5, 5, 13, 16]",[43],1511,1577,74322,70.24928321121376,4472,15,828
89,"[4, 5, 5, 14, 15]",[43],1375,1632,56862,68.01927365402994,4533,13,720
90,"[4, 5, 6, 6, 22]",[43],1054,1015,26904,82.86874800892004,5246,3,460
91,"[4, 5, 6, 7, 21]",[43],1246,1076,33876,83.17856005097165,4955,17,453
92,"[4, 5, 6, 8, 20]",[43],1367,1222,39450,82.43071041733036,4775,18,466
93,"[4, 5, 6, 9, 19]",[43],1196,1303,28164,78.83720930232559,4879,10,440
94,"[4, 5, 6, 10, 18]",[43],1190,1367,28698,76.16040140172029,4777,20,415
95,"[4, 5, 6, 11, 17]",[43],1049,1479,23706,72.51752150366359,4716,10,359
96,"[4, 5, 6, 12, 16]",[43],1086,1614,23634,71.02022937241159,4718,17,313
97,"[4, 5, 6, 13, 15]",[43],1270,1688,32214,71.11102261866836,4512,34,381
98,"[4, 5, 7, 5, 22]",[43],1135,1127,27552,84.31984708505894,5250,16,354
99,"[4, 5, 7, 6, 21]",[43],1052,1130,22728,83.11245619624084,5166,15,270
100,"[4, 5, 7, 7, 20]",[43],1138,1293,28824,81.09748327492832,5086,30,275
101,"[4, 5, 7, 8, 19]",[43],1018,1338,21480,80.20946161197834,5075,17,264
102,"[4, 5, 7, 9, 18]",[43],1035,1316,24216,76.35871296591272,4968,22,280
103,"[4, 5, 7, 10, 17]",[43],967,1524,23358,75.39901242433896,4940,11,299
104,"[4, 5, 7, 11, 16]",[43],950,1579,21720,72.98024848677923,4929,8,334
105,"[4, 5, 7, 12, 15]",[43],1312,1639,34452,71.50525645109907,4617,37,310
106,"[4, 5, 8, 4, 22]",[43],1207,1037,34608,83.68429436126155,5138,42,208
107,"[4, 5, 8, 5, 21]",[43],968,1242,20184,82.41159604969735,5167,9,239
108,"[4, 5, 8, 6, 20]",[43],982,1312,18744,82.38212806626314,5122,10,228
109,"[4, 5, 8, 7, 19]",[43],919,1271,14028,79.87416374641606,5049,8,219
110,"[4, 5, 8, 8, 18]",[43],1049,1390,32538,79.04189232239567,5059,44,187
111,"[4, 5, 8, 9, 17]",[43],855,1527,14136,76.66533928002549,5062,10,208
112,"[4, 5, 8, 10, 16]",[43],953,1514,19800,71.41525963682702,4768,20,173
113,"[4, 5, 8, 11, 15]",[43],800,1640,12696,71.77683975788469,4833,8,150
114,"[4, 5, 9, 4, 21]",[43],951,1081,19056,81.98630136986301,5328,9,183
115,"[4, 5, 9, 5, 20]",[43],846,1192,13992,80.14096846129341,5274,8,153
116,"[4, 5, 9, 6, 19]",[43],1047,1356,25164,78.96543485186365,4986,38,93
117,"[4, 5, 9, 7, 18]",[43],922,1251,23826,77.6122969098439,5169,34,110
118,"[4, 5, 9, 8, 17]",[43],1024,1542,22194,76.10226186683657,4920,26,143
119,"[4, 5, 9, 9, 16]",[43],908,1649,18600,74.39550812360625,4946,19,143
120,"[4, 5, 9, 10, 15]",[43],887,1623,19836,71.37782733354572,4831,18,154
121,"[4, 5, 10, 4, 20]",[43],946,1218,19230,80.46352341510034,5110,22,109
122,"[4, 5, 10, 5, 19]",[43],987,1333,26256,78.9980885632367,5016,39,109
123,"[4, 5, 10, 6, 18]",[43],914,1513,19488,77.7994584262504,5061,26,84
124,"[4, 5, 10, 7, 17]",[43],923,1532,19764,75.35520866518,4946,26,91
125,"[4, 5, 10, 8, 16]",[43],921,1560,25344,74.1008282892641,4905,34,112
126,"[4, 5, 10, 9, 15]",[43],851,1630,14616,71.54667091430392,4912,22,59
127,"[4, 5, 11, 4, 19]",[43],702,1372,5466,77.01178719337368,5379,1,81
128,"[4, 5, 11, 5, 18]",[43],886,1432,15072,77.41398534565148,4994,14,102
129,"[4, 5, 11, 6, 17]",[43],672,1454,9960,74.10719974514176,5296,4,95
130,"[4, 5, 11, 7, 16]",[43],812,1610,18732,73.1554635234151,5056,26,72
131,"[4, 5, 11, 8, 15]",[43],704,1590,5334,72.85520866517999,5125,6,49
132,"[4, 5, 12, 4, 18]",[43],1019,1345,28242,76.2639375597324,4938,46,75
133,"[4, 5, 12, 5, 17]",[43],970,1490,22884,75.67378145906339,4779,34,54
134,"[4, 5, 12, 6, 16]",[43],901,1639,13752,74.29675055750239,4939,13,82
135,"[4, 5, 12, 7, 15]",[43],842,1692,20808,71.8453329085696,4784,30,64
136,"[4, 5, 13, 4, 17]",[43],867,1335,19182,73.33864287989805,4989,25,74
137,"[4, 5, 13, 5, 16]",[43],878,1507,18888,73.58394393118827,4924,25,69
138,"[4, 5, 13, 6, 15]",[43],734,1625,12816,71.20978018477221,5068,10,76
139,"[4, 5, 14, 4, 16]",[43],1031,1518,32484,72.1806307741319,4894,47,93
140,"[4, 5, 14, 5, 15]",[43],1074,1705,33204,72.92051608792609,4743,58,81
141,"[4, 5, 15, 4, 15]",[43],992,1639,25854,69.86619942656898,4528,42,71
142,"[4, 6, 4, 7, 22]",[43],1557,1094,108000,83.1180312201338,4795,26,946
143,"[4, 6, 4, 8, 21]",[43],1548,1101,99342,81.9568333864288,4757,22,857
144,"[4, 6, 4, 9, 20]",[43],1520,1310,98604,80.46670914303918,4677,13,882
145,"[4, 6, 4, 10, 19]",[43],1406,1291,130956,77.64256132526283,4753,20,965
146,"[4, 6, 4, 11, 18]",[43],1627,1364,70632,76.86046511627907,4374,28,772
147,"[4, 6, 4, 12, 17]",[43],1466,1423,71226,72.89662312838485,4397,19,804
148,"[4, 6, 4, 13, 16]",[43],1554,1653,120384,72.2570882446639,4297,13,992
149,"[4, 6, 4, 14, 15]",[43],1412,1660,104688,69.49665498566422,4163,18,873
150,"[4, 6, 5, 6, 22]",[43],1492,956,49680,84.19719655941383,4860,28,631
151,"[4, 6, 5, 7, 21]",[43],1274,1170,61740,82.72777954762664,4817,14,698
152,"[4, 6, 5, 8, 20]",[43],1262,1172,45402,80.6833386428799,4793,18,618
153,"[4, 6, 5, 9, 19]",[43],1385,1258,54990,78.8483593501115,4674,19,659
154,"[4, 6, 5, 10, 18]",[43],1293,1300,49530,79.24498247849634,4711,8,697
155,"[4, 6, 5, 11, 17]",[43],1230,1556,42780,74.57151959222682,4631,9,600
156,"[4, 6, 5, 12, 16]",[43],1240,1548,43824,72.8926409684613,4610,5,644
157,"[4, 6, 5, 13, 15]",[43],1463,1637,59268,69.93947116916215,4227,41,625
158,"[4, 6, 6, 5, 22]",[43],1190,1057,25032,84.90841032175852,5309,9,449
159,"[4, 6, 6, 6, 21]",[43],1047,1201,24666,82.67202930869703,5111,21,346
160,"[4, 6, 6, 7, 20]",[43],1138,1260,28302,82.08665179993628,5150,7,453
161,"[4, 6, 6, 8, 19]",[43],1035,1276,24486,79.26170755017522,4908,11,379
162,"[4, 6, 6, 9, 18]",[43],1154,1432,25416,79.1382605925454,4813,17,373
163,"[4, 6, 6, 10, 17]",[43],1117,1404,26928,76.47419560369545,4827,6,443
164,"[4, 6, 6, 11, 16]",[43],1082,1594,26376,72.90458744823192,4700,6,435
165,"[4, 6, 6, 12, 15]",[43],1283,1655,34134,72.01417648932781,4603,28,419
166,"[4, 6, 7, 4, 22]",[43],1152,1096,20472,86.10863332271424,5210,8,333
167,"[4, 6, 7, 5, 21]",[43],1010,1143,17688,83.11643835616438,5142,7,307
168,"[4, 6, 7, 6, 20]",[43],964,1158,17880,81.92975469894871,5241,7,278
169,"[4, 6, 7, 7, 19]",[43],1030,1204,20670,80.70643517043644,5147,13,330
170,"[4, 6, 7, 8, 18]",[43],1097,1425,30408,77.9683020070086,4929,31,289
171,"[4, 6, 7, 9, 17]",[43],830,1408,12396,75.31379420197514,4969,7,210
172,"[4, 6, 7, 10, 16]",[43],964,1511,18678,73.29483912073908,4826,13,269
173,"[4, 6, 7, 11, 15]",[43],926,1617,17832,71.84214718063077,4906,6,283
174,"[4, 6, 8, 4, 21]",[43],980,1087,15936,83.59270468302007,5299,3,239
175,"[4, 6, 8, 5, 20]",[43],899,1216,10152,82.86795157693533,5346,2,193
176,"[4, 6, 8, 6, 19]",[43],864,1308,11760,80.37273016884357,5050,7,184
177,"[4, 6, 8, 7, 18]",[43],945,1384,22968,79.59620898375279,5006,29,170
178,"[4, 6, 8, 8, 17]",[43],843,1502,18672,76.63507486460657,5008,20,155
179,"[4, 6, 8, 9, 16]",[43],712,1498,15720,73.75836253583944,5037,21,127
180,"[4, 6, 8, 10, 15]",[43],942,1619,22560,72.21328448550494,4758,26,162
181,"[4, 6, 9, 4, 20]",[43],979,1075,16032,81.04730805989169,5298,12,131
182,"[4, 6, 9, 5, 19]",[43],1101,1238,29322,80.70324944249762,5029,46,143
183,"[4, 6, 9, 6, 18]",[43],882,1297,18678,79.84628862695125,5133,16,156
184,"[4, 6, 9, 7, 17]",[43],909,1504,28422,78.21439949028353,4983,49,100
185,"[4, 6, 9, 8, 16]",[43],740,1596,12696,75.78209620898375,5019,8,132
186,"[4, 6, 9, 9, 15]",[43],737,1779,13584,72.60751831793564,4888,14,119
187,"[4, 6, 10, 4, 19]",[43],946,1399,21060,79.70372730168843,5061,30,104
188,"[4, 6, 10, 5, 18]",[43],957,1454,16200,79.18365721567379,5062,13,115
189,"[4, 6, 10, 6, 17]",[43],756,1446,10140,77.55176807900605,5195,7,111
190,"[4, 6, 10, 7, 16]",[43],697,1455,21354,74.32143994902836,5078,29,93
191,"[4, 6, 10, 8, 15]",[43],778,1730,14670,73.27014972921313,4944,15,81
192,"[4, 6, 11, 4, 18]",[43],873,1347,15840,78.24784963364128,5022,16,97
193,"[4, 6, 11, 5, 17]",[43],999,1430,23292,77.46495699267282,4925,38,71
194,"[4, 6, 11, 6, 16]",[43],808,1544,16464,75.76138897738133,5058,23,78
195,"[4, 6, 11, 7, 15]",[43],912,1627,17136,75.21105447594776,4896,23,74
196,"[4, 6, 12, 4, 17]",[43],811,1461,12096,75.91430391844537,5071,12,82
197,"[4, 6, 12, 5, 16]",[43],844,1590,13632,75.06769671870023,5118,16,71
198,"[4, 6, 12, 6, 15]",[43],699,1603,10032,72.95157693532973,4963,6,62
199,"[4, 6, 13, 4, 16]",[43],821,1522,12804,74.27683975788467,5044,11,79
200,"[4, 6, 13, 5, 15]",[43],768,1734,8448,73.02962726983115,5087,7,68
201,"[4, 6, 14, 4, 15]",[43],802,1648,15954,70.95890410958904,4846,12,100
202,"[4, 7, 4, 6, 22]",[43],1632,1084,115278,85.95890410958904,4648,24,999
203,"[4, 7, 4, 7, 21]",[43],1488,1159,101022,84.64001274291175,4781,24,923
204,"[4, 7, 4, 8, 20]",[43],1703,1237,124374,83.28448550493788,4420,48,897
205,"[4, 7, 4, 9, 19]",[43],1503,1265,82242,80.13778273335457,4550,19,835
206,"[4, 7, 4, 10, 18]",[43],1296,1378,81060,77.10815546352342,4753,28,791
207,"[4, 7, 4, 11, 17]",[43],1353,1479,95862,74.09525326537114,4548,8,843
208,"[4, 7, 4, 12, 16]",[43],1607,1417,127050,72.35584581076776,4306,40,945
209,"[4, 7, 4, 13, 15]",[43],1608,1694,122490,72.8273335457152,4152,6,965
210,"[4, 7, 5, 5, 22]",[43],1468,1112,57552,86.61596049697356,4891,11,673
211,"[4, 7, 5, 6, 21]",[43],1199,1088,34992,85.14654348518637,4972,5,604
212,"[4, 7, 5, 7, 20]",[43],1491,1208,54936,82.80503345014336,4911,12,745
213,"[4, 7, 5, 8, 19]",[43],1252,1394,35670,82.06674100031857,4807,7,560
214,"[4, 7, 5, 9, 18]",[43],1556,1271,63912,79.97371774450463,4570,40,724
215,"[4, 7, 5, 10, 17]",[43],1264,1553,47904,77.26744186046511,4577,18,600
216,"[4, 7, 5, 11, 16]",[43],1380,1609,54876,74.5770946161198,4427,36,613
217,"[4, 7, 5, 12, 15]",[43],1339,1601,58494,73.13157056387385,4447,10,672
218,"[4, 7, 6, 4, 22]",[43],1367,1032,33750,87.31124561962409,4918,12,463
219,"[4, 7, 6, 5, 21]",[43],1197,1198,34584,86.15482637782733,5104,21,491
220,"[4, 7, 6, 6, 20]",[43],1146,1294,24690,83.49076138897739,4994,4,460
221,"[4, 7, 6, 7, 19]",[43],1025,1379,33744,81.52118509079325,5109,8,530
222,"[4, 7, 6, 8, 18]",[43],979,1402,22722,80.04380375915898,4911,4,405
223,"[4, 7, 6, 9, 17]",[43],1002,1431,24966,77.61627906976744,4905,5,442
224,"[4, 7, 6, 10, 16]",[43],1157,1565,39624,76.94966549856642,4672,34,423
225,"[4, 7, 6, 11, 15]",[43],855,1546,18630,71.29738770309015,4881,4,332
226,"[4, 7, 7, 4, 21]",[43],960,1157,20232,84.12073908888182,5305,6,339
227,"[4, 7, 7, 5, 20]",[43],871,1251,19494,82.81299776999043,5237,8,323
228,"[4, 7, 7, 6, 19]",[43],793,1266,10296,81.32207709461612,5126,0,234
229,"[4, 7, 7, 7, 18]",[43],973,1425,23664,79.6814272061166,4877,27,228
230,"[4, 7, 7, 8, 17]",[43],920,1481,28008,78.2112137623447,4867,20,307
231,"[4, 7, 7, 9, 16]",[43],905,1492,15246,77.44424976107041,4710,3,259
232,"[4, 7, 7, 10, 15]",[43],1136,1514,20994,73.2781140490602,4562,11,288
233,"[4, 7, 8, 4, 20]",[43],1048,1160,19854,84.00286715514495,5253,13,259
234,"[4, 7, 8, 5, 19]",[43],792,1327,15738,81.72586811086333,5342,15,188
235,"[4, 7, 8, 6, 18]",[43],901,1427,17376,80.67935648295635,4937,9,189
236,"[4, 7, 8, 7, 17]",[43],893,1469,18408,78.33705001592864,4914,13,236
237,"[4, 7, 8, 8, 16]",[43],873,1586,21756,78.16820643517045,4980,30,196
238,"[4, 7, 8, 9, 15]",[43],750,1602,11256,75.27636189869385,4917,4,166
239,"[4, 7, 9, 4, 19]",[43],731,1231,8040,80.55670595731125,5241,2,134
240,"[4, 7, 9, 5, 18]",[43],883,1407,13008,81.38180949346926,5317,12,150
241,"[4, 7, 9, 6, 17]",[43],814,1455,17574,78.79659127110544,5161,20,112
242,"[4, 7, 9, 7, 16]",[43],896,1528,15216,78.65562280981204,4954,13,152
243,"[4, 7, 9, 8, 15]",[43],801,1584,10728,75.50334501433578,5063,3,150
244,"[4, 7, 10, 4, 18]",[43],789,1297,11568,80.63873845173623,5346,4,156
245,"[4, 7, 10, 5, 17]",[43],851,1345,12108,80.36954444090475,5284,6,145
246,"[4, 7, 10, 6, 16]",[43],874,1554,16854,80.16884358075819,4971,15,126
247,"[4, 7, 10, 7, 15]",[43],797,1650,11682,75.53281299777,4938,9,72
248,"[4, 7, 11, 4, 17]",[43],721,1452,8640,76.76648614208347,5091,7,80
249,"[4, 7, 11, 5, 16]",[43],599,1585,6468,76.45109907613889,5270,0,93
250,"[4, 7, 11, 6, 15]",[43],846,1641,20910,76.0194329404269,4828,30,62
251,"[4, 7, 12, 4, 16]",[43],743,1522,7140,76.55144950621217,5222,0,111
252,"[4, 7, 12, 5, 15]",[43],897,1645,12906,76.44632048423064,4962,14,87
253,"[4, 7, 13, 4, 15]",[43],987,1634,9642,74.2983434214718,4902,4,103
254,"[4, 8, 4, 5, 22]",[43],1516,1128,120294,87.25151322077095,4817,22,971
255,"[4, 8, 4, 6, 21]",[43],1498,1125,71328,85.04539662312838,4688,40,730
256,"[4, 8, 4, 7, 20]",[43],1298,1203,76716,82.38133163427844,4740,13,881
257,"[4, 8, 4, 8, 19]",[43],1390,1288,65550,82.32717425931826,4652,5,775
258,"[4, 8, 4, 9, 18]",[43],1468,1412,98112,79.81920993947116,4502,13,899
259,"[4, 8, 4, 10, 17]",[43],1502,1455,79512,78.63889773813317,4398,18,847
260,"[4, 8, 4, 11, 16]",[43],1441,1516,116490,73.7456196240841,4520,7,924
261,"[4, 8, 4, 12, 15]",[43],1390,1671,95868,73.36333227142401,4276,10,895
262,"[4, 8, 5, 4, 22]",[43],1485,1087,58146,87.76043325899968,4844,21,703
263,"[4, 8, 5, 5, 21]",[43],1257,1133,45102,86.72985027078688,4930,6,624
264,"[4, 8, 5, 6, 20]",[43],1316,1300,47424,83.92083466071998,4970,12,716
265,"[4, 8, 5, 7, 19]",[43],1384,1265,59472,84.0076457470532,4694,19,740
266,"[4, 8, 5, 8, 18]",[43],1220,1355,50472,80.31936922586812,4651,7,606
267,"[4, 8, 5, 9, 17]",[43],953,1441,31578,76.07438674737178,4997,0,529
268,"[4, 8, 5, 10, 16]",[43],1266,1455,50400,75.77333545715196,4666,17,652
269,"[4, 8, 5, 11, 15]",[43],1213,1680,39294,74.44807263459701,4523,1,603
270,"[4, 8, 6, 4, 21]",[43],1017,1108,26808,84.1573749601784,5187,2,498
271,"[4, 8, 6, 5, 20]",[43],906,1159,19008,81.72347881490921,5275,0,410
272,"[4, 8, 6, 6, 19]",[43],932,1216,26160,81.78958266964001,5155,7,438
273,"[4, 8, 6, 7, 18]",[43],1189,1459,29304,84.57072316024211,4744,15,442
274,"[4, 8, 6, 8, 17]",[43],922,1509,19314,79.96734628862696,4901,1,393
275,"[4, 8, 6, 9, 16]",[43],1116,1607,29796,78.69385154507805,4893,15,452
276,"[4, 8, 6, 10, 15]",[43],904,1569,23886,75.00876075183179,4828,4,452
277,"[4, 8, 7, 4, 20]",[43],999,1215,24612,85.08840395030265,5056,11,381
278,"[4, 8, 7, 5, 19]",[43],1038,1413,21480,83.857916533928,4979,7,326
279,"[4, 8, 7, 6, 18]",[43],1085,1518,19428,84.60417330359988,4883,1,347
280,"[4, 8, 7, 7, 17]",[43],775,1288,13854,78.6524370818732,5054,6,250
281,"[4, 8, 7, 8, 16]",[43],814,1620,21144,77.50159286396942,4905,21,242
282,"[4, 8, 7, 9, 15]",[43],979,1545,22440,75.69130296272698,4764,16,267
283,"[4, 8, 8, 4, 19]",[43],994,1261,20280,83.81889136667728,5044,10,231
284,"[4, 8, 8, 5, 18]",[43],783,1463,10422,80.51847722204523,5209,2,186
285,"[4, 8, 8, 6, 17]",[43],1050,1466,23802,82.37416374641604,4832,30,194
286,"[4, 8, 8, 7, 16]",[43],823,1595,14496,79.26489327811404,5028,10,190
287,"[4, 8, 8, 8, 15]",[43],757,1588,10764,76.83975788467666,4917,2,151
288,"[4, 8, 9, 4, 18]",[43],812,1372,16782,81.12456196240842,5209,19,129
289,"[4, 8, 9, 5, 17]",[43],832,1466,12504,80.3265371137305,5049,7,147
290,"[4, 8, 9, 6, 16]",[43],955,1546,22662,80.93102899012425,4932,26,145
291,"[4, 8, 9, 7, 15]",[43],714,1529,14904,78.50350430073271,4989,9,170
292,"[4, 8, 10, 4, 17]",[43],876,1578,12456,80.57183816502071,5011,4,116
293,"[4, 8, 10, 5, 16]",[43],663,1586,8232,78.13953488372093,5119,2,121
294,"[4, 8, 10, 6, 15]",[43],782,1630,12000,77.90219815227779,5048,14,88
295,"[4, 8, 11, 4, 16]",[43],954,1607,23706,78.63411914622492,4966,28,117
296,"[4, 8, 11, 5, 15]",[43],652,1551,9804,75.08043963045556,5094,6,86
297,"[4, 8, 12, 4, 15]",[43],612,1605,6048,73.77827333545716,5078,0,83
298,"[4, 9, 4, 4, 22]",[43],1427,1143,98496,86.56498884995221,4846,14,942
299,"[4, 9, 4, 5, 21]",[43],1228,1167,86580,84.26409684612935,4960,4,920
300,"[4, 9, 4, 6, 20]",[43],1404,1260,91500,84.62249123924816,4727,10,834
301,"[4, 9, 4, 7, 19]",[43],1329,1362,84384,82.24593819687799,4683,2,860
302,"[4, 9, 4, 8, 18]",[43],1588,1383,140136,81.26632685568651,4392,39,969
303,"[4, 9, 4, 9, 17]",[43],1268,1450,82872,80.37671232876711,4525,9,825
304,"[4, 9, 4, 10, 16]",[43],1230,1555,128892,74.1294998407136,4559,22,985
