,distribution,bed_amount,denied,covid_denied,waiting_time,occupancy,admissioned,failed_reschedules,succesful_reschedules
55,"[4, 4, 11, 5, 24]",[48],1114,968,30444,78.37899543378995,5329,54,57
56,"[4, 4, 11, 6, 23]",[48],937,1088,14856,76.4454908675799,5600,17,70
57,"[4, 4, 11, 7, 22]",[48],835,1108,19992,74.66181506849315,5332,30,51
58,"[4, 4, 11, 8, 21]",[48],768,1212,12912,74.6917808219178,5510,19,61
59,"[4, 4, 11, 9, 20]",[48],876,1166,19320,71.90211187214612,5257,26,57
60,"[4, 4, 12, 4, 24]",[48],918,843,23934,76.41409817351598,5488,33,79
61,"[4, 4, 12, 5, 23]",[48],1073,889,27342,77.28096461187215,5341,43,80
62,"[4, 4, 12, 6, 22]",[48],1050,1000,30054,75.02996575342465,5437,55,55
63,"[4, 4, 12, 7, 21]",[48],884,1153,16704,72.9894406392694,5291,24,45
64,"[4, 4, 12, 8, 20]",[48],857,1191,17136,73.8670091324201,5226,22,62
65,"[4, 4, 13, 4, 23]",[48],891,998,22890,74.8109303652968,5397,22,98
66,"[4, 4, 13, 5, 22]",[48],733,999,11208,73.73715753424658,5558,10,80
67,"[4, 4, 13, 6, 21]",[48],878,1142,27852,72.89169520547945,5395,41,76
68,"[4, 4, 13, 7, 20]",[48],917,1166,17466,73.06007420091323,5258,16,83
69,"[4, 4, 14, 4, 22]",[48],959,1158,29976,73.5751997716895,5185,47,80
70,"[4, 4, 14, 5, 21]",[48],714,1061,13392,73.17208904109589,5612,10,87
71,"[4, 4, 14, 6, 20]",[48],764,1328,9384,71.33347602739725,5202,4,77
72,"[4, 4, 15, 4, 21]",[48],900,1113,16842,72.36087328767124,5255,10,107
73,"[4, 4, 15, 5, 20]",[48],797,1151,11640,70.72060502283105,5309,6,76
74,"[4, 5, 4, 8, 27]",[48],1681,649,77994,81.30065639269407,5003,8,823
75,"[4, 5, 4, 9, 26]",[48],1506,826,90882,80.83832762557077,5123,5,931
76,"[4, 5, 4, 10, 25]",[48],1502,918,91338,79.0667808219178,4934,19,836
77,"[4, 5, 4, 11, 24]",[48],1668,868,120300,77.40082762557078,4749,29,933
78,"[4, 5, 4, 12, 23]",[48],1406,974,66576,75.4523401826484,4981,6,794
79,"[4, 5, 4, 13, 22]",[48],1776,1048,145116,75.79480593607306,4715,27,997
80,"[4, 5, 4, 14, 21]",[48],1548,1108,96036,72.19463470319634,4805,11,929
81,"[4, 5, 4, 15, 20]",[48],1570,1207,108288,70.99671803652969,4673,17,915
82,"[4, 5, 5, 7, 27]",[48],1373,708,46422,83.58376141552512,5370,17,607
83,"[4, 5, 5, 8, 26]",[48],1391,763,52416,82.44006849315069,5243,18,632
84,"[4, 5, 5, 9, 25]",[48],1119,882,37590,80.51869292237443,5331,5,559
85,"[4, 5, 5, 10, 24]",[48],1527,953,72018,78.30336757990868,4896,21,731
86,"[4, 5, 5, 11, 23]",[48],1516,955,59820,77.09688926940639,4847,33,665
87,"[4, 5, 5, 12, 22]",[48],1486,997,73734,75.33818493150685,4843,66,627
88,"[4, 5, 5, 13, 21]",[48],1280,1213,44454,72.72902397260273,4907,6,647
89,"[4, 5, 5, 14, 20]",[48],1260,1242,43308,70.49800228310502,4737,15,592
90,"[4, 5, 6, 6, 27]",[48],1310,649,34644,83.36615296803653,5335,32,378
91,"[4, 5, 6, 7, 26]",[48],1137,699,31104,82.10830479452055,5500,6,480
92,"[4, 5, 6, 8, 25]",[48],1270,791,38850,81.19934360730593,5272,24,489
93,"[4, 5, 6, 9, 24]",[48],1231,906,32478,78.85345319634703,5312,18,455
94,"[4, 5, 6, 10, 23]",[48],1255,1068,35436,78.81064497716895,5242,16,497
95,"[4, 5, 6, 11, 22]",[48],1119,1114,38466,75.3638698630137,5110,28,429
96,"[4, 5, 6, 12, 21]",[48],1134,1037,29100,74.4306506849315,5080,12,487
97,"[4, 5, 6, 13, 20]",[48],1169,1307,22464,72.55279680365297,5075,15,348
98,"[4, 5, 7, 5, 27]",[48],1233,694,34266,84.50128424657535,5493,38,371
99,"[4, 5, 7, 6, 26]",[48],1012,827,22296,82.80821917808218,5678,15,305
100,"[4, 5, 7, 7, 25]",[48],1025,798,24696,80.10630707762557,5467,19,277
101,"[4, 5, 7, 8, 24]",[48],902,875,16536,80.21689497716895,5576,3,291
102,"[4, 5, 7, 9, 23]",[48],891,945,15816,77.51355593607306,5575,4,275
103,"[4, 5, 7, 10, 22]",[48],1225,1106,39090,75.94891552511416,5201,50,337
104,"[4, 5, 7, 11, 21]",[48],1192,1080,44064,74.94149543378995,5089,60,331
105,"[4, 5, 7, 12, 20]",[48],1136,1223,36600,72.40582191780823,5077,43,297
106,"[4, 5, 8, 4, 27]",[48],897,619,17544,82.5392408675799,5727,18,191
107,"[4, 5, 8, 5, 26]",[48],1101,763,17514,83.23558789954339,5565,8,229
108,"[4, 5, 8, 6, 25]",[48],858,935,18432,82.44006849315069,5511,17,180
109,"[4, 5, 8, 7, 24]",[48],1031,887,27348,79.96361301369863,5447,30,189
110,"[4, 5, 8, 8, 23]",[48],899,929,20418,77.8638698630137,5293,14,155
111,"[4, 5, 8, 9, 22]",[48],953,1024,22590,77.00770547945206,5383,25,203
112,"[4, 5, 8, 10, 21]",[48],984,1134,25698,75.79623287671234,5140,31,163
113,"[4, 5, 8, 11, 20]",[48],1082,1262,34224,74.47916666666666,5110,43,248
114,"[4, 5, 9, 4, 26]",[48],835,803,18900,81.28567351598174,5634,18,138
115,"[4, 5, 9, 5, 25]",[48],1186,824,25800,84.19021118721462,5435,18,197
116,"[4, 5, 9, 6, 24]",[48],887,838,13392,80.92394406392694,5624,10,145
117,"[4, 5, 9, 7, 23]",[48],835,989,14520,78.79637557077626,5616,14,123
118,"[4, 5, 9, 8, 22]",[48],758,1093,12888,75.18193493150685,5511,14,130
119,"[4, 5, 9, 9, 21]",[48],910,1205,19614,77.3416095890411,5410,20,130
120,"[4, 5, 9, 10, 20]",[48],771,1316,12528,72.89383561643835,5320,9,125
121,"[4, 5, 10, 4, 25]",[48],751,749,9144,78.71218607305937,5843,5,101
122,"[4, 5, 10, 5, 24]",[48],827,982,10830,78.75713470319636,5481,3,103
123,"[4, 5, 10, 6, 23]",[48],898,1007,22062,78.2298801369863,5604,29,97
124,"[4, 5, 10, 7, 22]",[48],793,961,12102,77.306649543379,5484,11,92
125,"[4, 5, 10, 8, 21]",[48],815,1159,17016,74.97074771689498,5435,18,115
126,"[4, 5, 10, 9, 20]",[48],973,1222,23274,75.55151255707763,5223,28,112
127,"[4, 5, 11, 4, 24]",[48],1033,918,24804,79.09317922374429,5425,35,82
128,"[4, 5, 11, 5, 23]",[48],874,963,16032,77.69763127853881,5516,17,76
129,"[4, 5, 11, 6, 22]",[48],965,1054,20472,77.30165525114155,5521,28,92
130,"[4, 5, 11, 7, 21]",[48],845,1205,18594,75.94106735159816,5380,19,84
131,"[4, 5, 11, 8, 20]",[48],639,1127,13242,71.96775114155251,5550,14,61
132,"[4, 5, 12, 4, 23]",[48],964,1023,20400,78.30907534246575,5477,22,110
133,"[4, 5, 12, 5, 22]",[48],854,1047,15420,75.73915525114155,5453,16,79
134,"[4, 5, 12, 6, 21]",[48],856,1023,14832,75.48872716894978,5509,14,85
135,"[4, 5, 12, 7, 20]",[48],660,1212,12648,73.9041095890411,5380,12,68
136,"[4, 5, 13, 4, 22]",[48],987,1144,21060,75.65710616438356,5227,30,69
137,"[4, 5, 13, 5, 21]",[48],899,1274,12930,74.52054794520548,5256,17,48
138,"[4, 5, 13, 6, 20]",[48],719,1200,10728,72.06050228310502,5365,11,62
139,"[4, 5, 14, 4, 21]",[48],899,1133,22872,74.1630993150685,5270,24,96
140,"[4, 5, 14, 5, 20]",[48],895,1264,15048,72.56064497716895,5232,20,64
141,"[4, 5, 15, 4, 20]",[48],992,1238,24558,73.1000285388128,5219,36,87
142,"[4, 6, 4, 7, 27]",[48],1514,772,93306,83.70291095890411,5043,14,868
143,"[4, 6, 4, 8, 26]",[48],1527,800,89304,82.73116438356163,4973,34,802
144,"[4, 6, 4, 9, 25]",[48],1748,872,91176,81.30136986301369,4829,47,844
145,"[4, 6, 4, 10, 24]",[48],1529,849,156108,77.95876141552512,4900,71,846
146,"[4, 6, 4, 11, 23]",[48],1566,1005,83064,77.8289098173516,4835,11,903
147,"[4, 6, 4, 12, 22]",[48],1530,1063,102984,75.57933789954338,4825,14,879
148,"[4, 6, 4, 13, 21]",[48],1459,1186,110106,74.10958904109589,4786,16,865
149,"[4, 6, 4, 14, 20]",[48],1600,1296,92820,72.17465753424658,4563,16,919
150,"[4, 6, 5, 6, 27]",[48],1158,718,31248,83.1107305936073,5373,3,573
151,"[4, 6, 5, 7, 26]",[48],1360,746,53106,83.10573630136986,5341,3,732
152,"[4, 6, 5, 8, 25]",[48],1504,836,68952,82.3994006849315,5157,14,729
153,"[4, 6, 5, 9, 24]",[48],1331,884,54906,80.92323059360731,5155,19,637
154,"[4, 6, 5, 10, 23]",[48],1397,1081,57912,78.62086187214612,4996,16,686
155,"[4, 6, 5, 11, 22]",[48],1339,1063,37656,76.03595890410959,4987,13,555
156,"[4, 6, 5, 12, 21]",[48],1296,1200,63360,75.07277397260273,4973,7,717
157,"[4, 6, 5, 13, 20]",[48],1347,1228,37800,72.39083904109589,4640,26,486
158,"[4, 6, 6, 5, 27]",[48],1101,687,30432,84.69962899543378,5625,11,440
159,"[4, 6, 6, 6, 26]",[48],1022,779,25620,82.58062214611871,5410,15,342
160,"[4, 6, 6, 7, 25]",[48],1194,750,30528,81.45191210045662,5329,25,390
161,"[4, 6, 6, 8, 24]",[48],1009,930,17304,82.02268835616438,5401,0,384
162,"[4, 6, 6, 9, 23]",[48],1084,1078,30768,78.59232305936074,5212,7,496
163,"[4, 6, 6, 10, 22]",[48],1312,1168,39408,79.19092465753424,5209,21,517
164,"[4, 6, 6, 11, 21]",[48],1051,1115,24390,75.2240296803653,5261,9,418
165,"[4, 6, 6, 12, 20]",[48],1119,1160,27480,74.79880136986301,5059,12,388
166,"[4, 6, 7, 4, 27]",[48],1240,607,27378,84.16666666666667,5507,30,277
167,"[4, 6, 7, 5, 26]",[48],1105,808,27888,83.49671803652969,5516,32,337
168,"[4, 6, 7, 6, 25]",[48],834,877,13374,82.19820205479452,5587,6,278
169,"[4, 6, 7, 7, 24]",[48],989,999,22008,81.994149543379,5414,15,262
170,"[4, 6, 7, 8, 23]",[48],902,1031,20994,78.46104452054794,5262,15,244
171,"[4, 6, 7, 9, 22]",[48],1051,1065,27924,79.00185502283105,5275,25,321
172,"[4, 6, 7, 10, 21]",[48],1047,1282,26754,77.16609589041096,5142,32,227
173,"[4, 6, 7, 11, 20]",[48],1023,1226,22590,75.24614726027397,5254,22,236
174,"[4, 6, 8, 4, 26]",[48],981,730,17112,84.73958333333333,5710,9,266
175,"[4, 6, 8, 5, 25]",[48],1224,787,30762,84.2679794520548,5478,40,206
176,"[4, 6, 8, 6, 24]",[48],797,921,13260,80.76055936073058,5778,5,225
177,"[4, 6, 8, 7, 23]",[48],1167,1074,25008,81.43050799086758,5258,33,134
178,"[4, 6, 8, 8, 22]",[48],875,971,15438,79.05037100456622,5519,10,205
179,"[4, 6, 8, 9, 21]",[48],986,1230,16974,78.33261986301369,5262,5,273
180,"[4, 6, 8, 10, 20]",[48],610,1203,10932,76.70519406392694,5444,7,168
181,"[4, 6, 9, 4, 25]",[48],1049,873,22746,82.09260844748857,5454,25,126
182,"[4, 6, 9, 5, 24]",[48],852,956,11808,82.23744292237443,5652,3,158
183,"[4, 6, 9, 6, 23]",[48],926,976,9888,81.0794805936073,5654,5,140
184,"[4, 6, 9, 7, 22]",[48],904,1110,24888,79.43635844748859,5301,34,94
185,"[4, 6, 9, 8, 21]",[48],765,1156,7704,76.29138127853882,5538,1,132
186,"[4, 6, 9, 9, 20]",[48],820,1260,18090,75.18264840182648,5299,20,104
187,"[4, 6, 10, 4, 24]",[48],886,768,20130,80.5244006849315,5747,18,127
188,"[4, 6, 10, 5, 23]",[48],825,980,12048,81.00313926940639,5609,6,159
189,"[4, 6, 10, 6, 22]",[48],710,1015,11976,77.89668949771689,5574,12,99
190,"[4, 6, 10, 7, 21]",[48],741,1006,11244,76.66095890410959,5640,12,78
191,"[4, 6, 10, 8, 20]",[48],842,1140,18120,75.17123287671232,5379,28,68
192,"[4, 6, 11, 4, 23]",[48],872,908,15156,78.87985159817352,5507,13,93
193,"[4, 6, 11, 5, 22]",[48],825,1164,17820,78.85131278538813,5339,16,103
194,"[4, 6, 11, 6, 21]",[48],794,1226,20382,76.04880136986301,5337,31,80
195,"[4, 6, 11, 7, 20]",[48],744,1301,14694,75.51155821917808,5362,14,70
196,"[4, 6, 12, 4, 22]",[48],774,1112,12078,76.70305365296804,5384,17,67
197,"[4, 6, 12, 5, 21]",[48],917,1118,14076,76.84360730593608,5375,14,71
198,"[4, 6, 12, 6, 20]",[48],851,1170,17448,75.41238584474887,5352,20,70
199,"[4, 6, 13, 4, 21]",[48],866,1104,12792,76.07305936073058,5531,8,95
200,"[4, 6, 13, 5, 20]",[48],775,1257,8526,74.47131849315069,5358,4,70
201,"[4, 6, 14, 4, 20]",[48],737,1148,11154,72.02696917808218,5253,8,82
202,"[4, 7, 4, 6, 27]",[48],1501,674,103764,85.14554794520548,5279,12,903
203,"[4, 7, 4, 7, 26]",[48],1177,776,76104,82.06264269406392,5378,6,827
204,"[4, 7, 4, 8, 25]",[48],1449,788,70266,83.1642408675799,5122,19,794
205,"[4, 7, 4, 9, 24]",[48],1265,882,90342,79.17380136986301,5182,8,866
206,"[4, 7, 4, 10, 23]",[48],1308,906,76230,78.22631278538813,4958,14,756
207,"[4, 7, 4, 11, 22]",[48],1498,975,106302,78.01726598173516,4691,13,933
208,"[4, 7, 4, 12, 21]",[48],1355,1185,112050,74.84803082191782,4768,9,904
209,"[4, 7, 4, 13, 20]",[48],1466,1198,101520,72.87956621004567,4632,29,835
210,"[4, 7, 5, 5, 27]",[48],1366,603,46386,85.24828767123289,5262,29,602
211,"[4, 7, 5, 6, 26]",[48],1262,820,43272,84.13741438356165,5318,7,639
212,"[4, 7, 5, 7, 25]",[48],1196,872,39570,82.44078196347033,5210,21,551
213,"[4, 7, 5, 8, 24]",[48],1163,911,35352,81.28781392694064,5317,3,549
214,"[4, 7, 5, 9, 23]",[48],1090,996,39660,77.94663242009132,5206,6,617
215,"[4, 7, 5, 10, 22]",[48],1279,937,48240,77.0704908675799,5148,21,622
216,"[4, 7, 5, 11, 21]",[48],1165,1109,35268,74.44420662100457,5067,4,581
217,"[4, 7, 5, 12, 20]",[48],1333,1193,42498,73.61943493150685,4854,6,551
218,"[4, 7, 6, 4, 27]",[48],1379,634,39696,85.8040810502283,5334,26,451
219,"[4, 7, 6, 5, 26]",[48],923,804,18432,83.00299657534246,5455,5,339
220,"[4, 7, 6, 6, 25]",[48],1100,876,36960,85.36315639269407,5376,8,488
221,"[4, 7, 6, 7, 24]",[48],1085,839,25932,82.24957191780821,5389,14,412
222,"[4, 7, 6, 8, 23]",[48],1053,1010,28410,80.44663242009132,5381,21,428
223,"[4, 7, 6, 9, 22]",[48],1049,1016,24720,77.26740867579909,5209,6,424
224,"[4, 7, 6, 10, 21]",[48],1071,1101,25320,76.58675799086758,5159,12,401
225,"[4, 7, 6, 11, 20]",[48],1189,1204,32232,76.12728310502284,4958,15,450
226,"[4, 7, 7, 4, 26]",[48],832,835,14088,84.11743721461187,5588,0,284
227,"[4, 7, 7, 5, 25]",[48],1237,863,28590,85.18550228310502,5255,23,294
228,"[4, 7, 7, 6, 24]",[48],1061,880,23496,82.42865296803653,5588,20,289
229,"[4, 7, 7, 7, 23]",[48],939,1004,14352,81.05022831050228,5452,0,275
230,"[4, 7, 7, 8, 22]",[48],898,1217,20256,80.19620433789954,5233,13,258
231,"[4, 7, 7, 9, 21]",[48],972,1037,14826,77.85673515981735,5312,4,272
232,"[4, 7, 7, 10, 20]",[48],1026,1191,26754,77.67194634703196,5058,22,322
233,"[4, 7, 8, 4, 25]",[48],909,909,15810,83.05293949771689,5526,12,182
234,"[4, 7, 8, 5, 24]",[48],967,989,18162,82.1875,5489,10,206
235,"[4, 7, 8, 6, 23]",[48],921,1013,21768,80.61358447488584,5507,20,211
236,"[4, 7, 8, 7, 22]",[48],819,1143,14520,79.62043378995433,5537,10,184
237,"[4, 7, 8, 8, 21]",[48],843,1051,15858,78.26127283105023,5305,14,154
238,"[4, 7, 8, 9, 20]",[48],972,1264,28812,76.91780821917808,5177,35,206
239,"[4, 7, 9, 4, 24]",[48],998,802,25512,82.33447488584474,5612,22,189
240,"[4, 7, 9, 5, 23]",[48],785,892,10944,80.99885844748859,5625,2,134
241,"[4, 7, 9, 6, 22]",[48],783,1059,9930,80.07063356164383,5536,4,144
242,"[4, 7, 9, 7, 21]",[48],775,1092,9528,78.65154109589041,5516,3,161
243,"[4, 7, 9, 8, 20]",[48],605,1200,5724,76.70733447488584,5512,1,103
244,"[4, 7, 10, 4, 23]",[48],762,875,10770,80.24900114155251,5587,8,110
245,"[4, 7, 10, 5, 22]",[48],669,1073,7872,77.91666666666667,5636,5,82
246,"[4, 7, 10, 6, 21]",[48],633,1191,7584,78.53310502283105,5511,2,102
247,"[4, 7, 10, 7, 20]",[48],841,1163,19482,77.15753424657534,5288,21,120
248,"[4, 7, 11, 4, 22]",[48],666,1045,7008,79.46989155251141,5660,0,117
249,"[4, 7, 11, 5, 21]",[48],800,1120,9798,79.76812214611873,5485,4,113
250,"[4, 7, 11, 6, 20]",[48],784,1228,14328,75.93036529680364,5292,20,47
251,"[4, 7, 12, 4, 21]",[48],877,1088,11244,77.8167808219178,5288,5,100
252,"[4, 7, 12, 5, 20]",[48],870,1208,18702,75.76840753424658,5328,30,56
253,"[4, 7, 13, 4, 20]",[48],748,1164,12216,76.5953196347032,5406,1,127
254,"[4, 8, 4, 5, 27]",[48],1268,663,80640,84.88441780821918,5348,0,884
255,"[4, 8, 4, 6, 26]",[48],1606,791,102180,85.32391552511416,5009,18,913
256,"[4, 8, 4, 7, 25]",[48],1520,869,83868,83.98187785388129,4931,35,752
257,"[4, 8, 4, 8, 24]",[48],1328,973,83544,81.06806506849315,4961,5,826
258,"[4, 8, 4, 9, 23]",[48],1446,1011,89844,81.3834189497717,4814,25,798
259,"[4, 8, 4, 10, 22]",[48],1321,1175,105786,78.01013127853881,4809,14,857
260,"[4, 8, 4, 11, 21]",[48],1578,1037,134766,77.77896689497716,4686,29,917
261,"[4, 8, 4, 12, 20]",[48],1428,1192,112242,73.92337328767124,4707,30,793
262,"[4, 8, 5, 4, 27]",[48],1319,660,47754,85.71418378995433,5209,5,675
263,"[4, 8, 5, 5, 26]",[48],1391,730,46002,86.7251712328767,5267,17,594
264,"[4, 8, 5, 6, 25]",[48],1443,837,62160,85.44805936073058,5174,14,741
265,"[4, 8, 5, 7, 24]",[48],1320,927,44388,83.17422945205479,5113,23,574
266,"[4, 8, 5, 8, 23]",[48],979,1138,39678,79.65967465753425,5380,0,608
267,"[4, 8, 5, 9, 22]",[48],1010,1179,41472,79.28153538812785,5243,0,653
268,"[4, 8, 5, 10, 21]",[48],1261,1219,45888,77.64055365296804,4867,15,644
269,"[4, 8, 5, 11, 20]",[48],1145,1156,38094,75.10416666666667,4934,7,578
270,"[4, 8, 6, 4, 26]",[48],1207,793,32418,85.80693493150685,5380,28,394
271,"[4, 8, 6, 5, 25]",[48],1050,760,28374,84.08604452054794,5513,8,480
272,"[4, 8, 6, 6, 24]",[48],1231,947,32160,83.94049657534246,5222,17,426
273,"[4, 8, 6, 7, 23]",[48],1065,972,25590,83.83204908675799,5425,11,414
274,"[4, 8, 6, 8, 22]",[48],853,1107,22560,78.80422374429223,5365,0,419
275,"[4, 8, 6, 9, 21]",[48],1128,1203,32520,78.81135844748859,5102,24,411
276,"[4, 8, 6, 10, 20]",[48],1179,1156,39990,77.71332762557077,4857,40,417
277,"[4, 8, 7, 4, 25]",[48],1154,872,24858,85.78553082191782,5362,20,301
278,"[4, 8, 7, 5, 24]",[48],1167,895,24816,85.1583904109589,5265,13,330
279,"[4, 8, 7, 6, 23]",[48],785,942,13656,81.54038242009133,5483,1,276
280,"[4, 8, 7, 7, 22]",[48],1060,973,23766,83.97759703196347,5284,16,306
281,"[4, 8, 7, 8, 21]",[48],681,1046,13872,78.11358447488584,5438,4,261
282,"[4, 8, 7, 9, 20]",[48],786,1161,14268,75.83119292237443,5379,3,287
283,"[4, 8, 8, 4, 24]",[48],974,936,19440,84.5084189497717,5500,8,254
284,"[4, 8, 8, 5, 23]",[48],755,1022,14376,81.8707191780822,5681,6,215
285,"[4, 8, 8, 6, 22]",[48],916,1079,16620,83.13712899543378,5408,13,157
286,"[4, 8, 8, 7, 21]",[48],717,1144,10104,79.2701198630137,5400,6,128
287,"[4, 8, 8, 8, 20]",[48],720,1204,8448,78.50385273972603,5488,2,132
288,"[4, 8, 9, 4, 23]",[48],799,1132,15024,81.33561643835617,5442,17,112
289,"[4, 8, 9, 5, 22]",[48],692,1003,8952,80.2119006849315,5549,7,114
290,"[4, 8, 9, 6, 21]",[48],591,1128,7176,80.4915810502283,5683,0,157
291,"[4, 8, 9, 7, 20]",[48],639,1240,6240,77.6954908675799,5504,3,118
292,"[4, 8, 10, 4, 22]",[48],795,1069,8736,82.09831621004567,5685,0,145
293,"[4, 8, 10, 5, 21]",[48],942,1199,27246,79.64112442922374,5165,43,91
294,"[4, 8, 10, 6, 20]",[48],689,1365,10374,78.67936643835617,5481,2,109
295,"[4, 8, 11, 4, 21]",[48],668,1041,5904,79.44563356164383,5611,0,101
296,"[4, 8, 11, 5, 20]",[48],749,1288,8352,78.71932077625571,5469,2,97
297,"[4, 8, 12, 4, 20]",[48],865,1173,15252,77.82391552511415,5174,13,94
298,"[4, 9, 4, 4, 27]",[48],1589,636,86892,87.57562785388127,5119,20,908
299,"[4, 9, 4, 5, 26]",[48],1478,754,107640,85.51583904109589,5080,28,870
300,"[4, 9, 4, 6, 25]",[48],1336,878,67812,84.61900684931507,5268,1,814
301,"[4, 9, 4, 7, 24]",[48],1602,920,92880,84.42565639269407,4927,33,771
302,"[4, 9, 4, 8, 23]",[48],1615,1142,118422,85.25613584474885,4808,25,896
303,"[4, 9, 4, 9, 22]",[48],1431,1006,116508,80.61715182648402,4813,15,928
304,"[4, 9, 4, 10, 21]",[48],1273,1075,90438,76.41409817351598,4861,6,803
305,"[4, 9, 4, 11, 20]",[48],1076,1359,94944,73.52953767123289,5011,1,875
306,"[4, 9, 5, 4, 26]",[48],1458,667,56994,86.58604452054794,5070,31,621
307,"[4, 9, 5, 5, 25]",[48],1194,904,40782,84.57191780821918,5202,10,592
